DATE	type	rarity	vendor	level	name	brand	slot	armor	core	attributes	talents	mods
2024-08-06	gear	header-he	Clan	40	Digits Finger Stabilizer	Wyvern Wear	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>9.0% Hazard Protection <br/><span class="icon-offensive"></span>8.3% Headshot Damage	-	-
2024-08-06	gear	header-named	Countdown	40	Pristine Example	Airaldi Holdings	Chest	158k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-utility"></span>17.7% Repair Skills <br/><span class="icon-defensive"></span>7.5% Explosive Resistance	<span class="icon-active"></span>Perfect Focus	Offensive
2024-08-06	gear	header-named	The Theater	40	Contractor's Gloves	Petrov Defense Group	Gloves	80k	<span class="icon-offensive"></span>9.6% Weapon Damage	<span class="icon-offensive"></span>8.0% Damage to Armor <br/><span class="icon-offensive"></span>6.0% Weapon Handling	-	-
2024-08-06	gear	header-he	The Theater	40	Faux Leather Mitts	Empress International	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-utility"></span>8.6% Status Effects	-	-
2024-08-06	gear	header-he	The Theater	40	Knee Savers	Hana-U Corporation	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-utility"></span>10.1% Skill Haste	-	-
2024-08-06	gear	header-he	The Campus	40	Breathe-Easy Mask	Walker, Harris & Co.	Mask	80k	<span class="icon-offensive"></span>9.4% Weapon Damage	<span class="icon-offensive"></span>4.0% Critical Hit Chance <br/><span class="icon-offensive"></span>10.0% Headshot Damage	-	Offensive
2024-08-06	gear	header-he	The Campus	40	Compact Holster Pouch	5.11 Tactical	Holster	112k	<span class="icon-defensive"></span>97,874 Armor	<span class="icon-defensive"></span>9.0% Hazard Protection <br/><span class="icon-defensive"></span>16,774 Health	-	-
2024-08-06	gear	header-he	Castle	40	Aphrodite Glint Concealer	Airaldi Holdings	Mask	80k	<span class="icon-offensive"></span>15.0% Weapon Damage	<span class="icon-defensive"></span>3,960 Armor Regeneration <br/><span class="icon-defensive"></span>7.3% Hazard Protection	-	Offensive
2024-08-06	gear	header-he	Castle	40	Guerra Holster	Brazos de Arcabuz	Holster	112k	<span class="icon-defensive"></span>170,000 Armor	<span class="icon-offensive"></span>5.7% Headshot Damage <br/><span class="icon-utility"></span>9.1% Skill Haste	-	-
2024-08-06	gear	header-gs	DZ West	40	Umbra Initiative Gloves	Umbra Initiative	Gloves	80k	<span class="icon-offensive"></span>9.3% Weapon Damage	<span class="icon-utility"></span>9.3% Status Effects  	-	-
2024-08-06	gear	header-gs	DZ West	40	Rigger Collision Guards	Rigger	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>7.3% Headshot Damage  	-	-
2024-08-06	gear	header-he	DZ West	40	Ayal Gloves	Golan Gear Ltd	Gloves	80k	<span class="icon-defensive"></span>127,530 Armor	<span class="icon-offensive"></span>10.3% Critical Hit Damage <br/><span class="icon-defensive"></span>16,020 Health	-	-
2024-08-06	gear	header-he	DZ West	40	EXO.K1 Kneepad	5.11 Tactical	Kneepads	99k	<span class="icon-defensive"></span>137,615 Armor	<span class="icon-defensive"></span>3,923 Armor Regeneration <br/><span class="icon-defensive"></span>7.2% Explosive Resistance	-	-
2024-08-06	gear	header-named	DZ South	40	Pointman	Gila Guard	Chest	158k	<span class="icon-defensive"></span>125,266 Armor	<span class="icon-defensive"></span>8.8% Hazard Protection <br/><span class="icon-offensive"></span>7.4% Headshot Damage	<span class="icon-active"></span>Perfect Vanguard	Defensive
2024-08-06	gear	header-gs	DZ South	40	Abberton Dynamo Carrier	Hard Wired	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>15,166 Health  	<span class="icon-active"></span>Short Circuit	Utility
2024-08-06	gear	header-gs	DZ South	40	Hotshot Chest	Hotshot	Chest	158k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-offensive"></span>7.6% Headshot Damage  	<span class="icon-active"></span>Daring	Offensive
2024-08-06	gear	header-he	DZ South	40	HG Backpack	Habsburg Guard	Backpack	131k	<span class="icon-defensive"></span>115,582 Armor	<span class="icon-defensive"></span>7.2% Explosive Resistance <br/><span class="icon-defensive"></span>9.9% Explosive Resistance	<span class="icon-active"></span>Safeguard	Offensive
2024-08-06	gear	header-he	DZ South	40	Body Armor System	Providence Defense	Chest	158k	<span class="icon-offensive"></span>13.8% Weapon Damage	<span class="icon-offensive"></span>4.1% Critical Hit Chance <br/><span class="icon-defensive"></span>3,165 Armor Regeneration	<span class="icon-active"></span>Protected Reload	Offensive
2024-08-06	gear	header-gs	DZ East	40	Ray Face Mask	Tip of the Spear	Mask	80k	<span class="icon-offensive"></span>9.8% Weapon Damage	<span class="icon-offensive"></span>10.0% Critical Hit Damage  	-	Offensive
2024-08-06	gear	header-gs	DZ East	40	Hotshot Holster	Hotshot	Holster	112k	<span class="icon-offensive"></span>12.9% Weapon Damage	<span class="icon-offensive"></span>6.2% Headshot Damage  	-	-
2024-08-06	gear	header-he	DZ East	40	New Face Ventilator	Empress International	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>14,973 Health <br/><span class="icon-offensive"></span>4.4% Critical Hit Chance	-	Utility
2024-08-06	gear	header-he	DZ East	40	Fauld & Tasset Holster	Belstone Armory	Holster	112k	<span class="icon-defensive"></span>117,645 Armor	<span class="icon-utility"></span>6.3% Skill Damage <br/><span class="icon-defensive"></span>4,087 Armor Regeneration	-	-
2024-08-06	gear	header-he	Haven	40	Guerilla Backpack	Česká Výroba s.r.o.	Backpack	131k	<span class="icon-offensive"></span>11.0% Weapon Damage	<span class="icon-defensive"></span>7.4% Explosive Resistance <br/><span class="icon-defensive"></span>8.5% Hazard Protection	<span class="icon-active"></span>Companion	Defensive
2024-08-06	gear	header-he	Haven	40	Ceriñola Kneepads	Brazos de Arcabuz	Kneepads	99k	<span class="icon-defensive"></span>125,711 Armor	<span class="icon-defensive"></span>3,991 Armor Regeneration <br/><span class="icon-defensive"></span>6.8% Explosive Resistance	-	-
2024-08-06	gear	header-he	Haven	40	Special Operations Mask	Sokolov Concern	Mask	80k	<span class="icon-offensive"></span>9.1% Weapon Damage	<span class="icon-offensive"></span>9.4% Critical Hit Damage <br/><span class="icon-defensive"></span>4,430 Armor Regeneration	-	Offensive
2024-08-06	gear	header-he	Benitez	40	Crew-Adapted Chest Rig	Petrov Defense Group	Chest	158k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-defensive"></span>3,832 Armor Regeneration <br/><span class="icon-offensive"></span>4.7% Critical Hit Chance	<span class="icon-active"></span>Gunslinger	Offensive
2024-08-06	gear	header-he	Benitez	40	Electrique Kneepads	Electrique	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-offensive"></span>10.1% Critical Hit Damage	-	-
2024-08-06	gear	header-he	Benitez	40	Awe Thigh Mag Holster	Douglas & Harding	Holster	112k	<span class="icon-offensive"></span>10.7% Weapon Damage	<span class="icon-offensive"></span>10.1% Critical Hit Damage <br/><span class="icon-offensive"></span>5.0% Weapon Handling	-	-
2024-08-06	gear	header-named	Cassie	40	Pristine Example	Airaldi Holdings	Chest	158k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-utility"></span>17.7% Repair Skills <br/><span class="icon-defensive"></span>7.5% Explosive Resistance	<span class="icon-active"></span>Perfect Focus	Offensive
2024-08-06	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>125,201 Armor	<span class="icon-utility"></span>7.4% Skill Damage <br/><span class="icon-offensive"></span>10.8% Critical Hit Damage	<span class="icon-active"></span>Perfect Intimidate	Utility
2024-08-06	gear	header-gs	Cassie	40	Brad Tactical Pack	Tip of the Spear	Backpack	131k	<span class="icon-offensive"></span>12.4% Weapon Damage	<span class="icon-utility"></span>8.0% Skill Damage  	<span class="icon-active"></span>Signature Moves	Offensive
2024-08-06	gear	header-gs	Cassie	40	Hotshot Chest	Hotshot	Chest	158k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-offensive"></span>4.8% Critical Hit Chance  	<span class="icon-active"></span>Daring	Offensive
2024-08-06	gear	header-gs	Cassie	40	APM Controller Gloves	Future Initiative	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.8% Status Effects  	-	-
2024-08-06	gear	header-gs	Cassie	40	Sheridan Kneelers	True Patriot	Kneepads	99k	<span class="icon-defensive"></span>137,415 Armor	<span class="icon-defensive"></span>8.1% Explosive Resistance  	-	-
2024-08-06	gear	header-gs	Cassie	40	Ever-ready Holster	Heartbreaker	Holster	112k	<span class="icon-defensive"></span>170,000 Armor	<span class="icon-defensive"></span>14,110 Health  	-	-
2024-08-06	gear	header-gs	Cassie	40	Fog of War Mask	Future Initiative	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>6.5% Weapon Handling  	-	Utility
2024-08-06	gear	header-he	Cassie	40	Cavalry TAC-Pack	Belstone Armory	Backpack	131k	<span class="icon-defensive"></span>129,599 Armor	<span class="icon-defensive"></span>16,716 Health <br/><span class="icon-offensive"></span>4.7% Critical Hit Chance	<span class="icon-active"></span>Wicked	Offensive
2024-08-06	gear	header-he	Cassie	40	Morar Holster System	Douglas & Harding	Holster	112k	<span class="icon-offensive"></span>14.0% Weapon Damage	<span class="icon-defensive"></span>8.7% Hazard Protection <br/><span class="icon-offensive"></span>7.7% Headshot Damage	-	-
2024-08-13	gear	header-he	White House	40	Maree  Range Pack	Douglas & Harding	Backpack	131k	<span class="icon-offensive"></span>10.4% Weapon Damage	<span class="icon-defensive"></span>5.8% Explosive Resistance <br/><span class="icon-defensive"></span>9.6% Hazard Protection	<span class="icon-active"></span>Overclock	Offensive
2024-08-13	gear	header-he	White House	40	Zofia  Armor System	#N/A	#N/A	#N/A	<span class="icon-offensive"></span>10.2% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-offensive"></span>7.3% Headshot Damage	<span class="icon-active"></span>Focus	#N/A
2024-08-13	gear	header-gs	Clan	40	Burdenless Pack	Heartbreaker	Backpack	131k	<span class="icon-defensive"></span>134,852 Armor	<span class="icon-defensive"></span>4,184 Armor Regeneration  	<span class="icon-active"></span>Cold	Defensive
2024-08-13	gear	header-gs	Clan	40	Hotshot Gloves	Hotshot	Gloves	80k	<span class="icon-offensive"></span>12.1% Weapon Damage	<span class="icon-offensive"></span>8.1% Headshot Damage  	-	-
2024-08-13	gear	header-gs	Clan	40	Shield Carrier	Foundry Bulwark	Backpack	131k	<span class="icon-defensive"></span>146,848 Armor	<span class="icon-defensive"></span>4,131 Armor Regeneration  	<span class="icon-active"></span>Process Refinery	Defensive
2024-08-13	gear	header-he	Clan	40	Knee Mesh Jonti	Badger Tuff	Kneepads	99k	<span class="icon-defensive"></span>156,003 Armor	<span class="icon-offensive"></span>11.5% Critical Hit Damage <br/><span class="icon-defensive"></span>7.7% Hazard Protection	-	-
2024-08-13	gear	header-he	Clan	40	Pygostyle Sack	Wyvern Wear	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>9.2% Skill Damage <br/><span class="icon-utility"></span>9.6% Skill Haste	<span class="icon-active"></span>Clutch	Utility
2024-08-13	gear	header-he	Clan	40	Nahar Knees	Golan Gear Ltd	Kneepads	99k	<span class="icon-defensive"></span>121,713 Armor	<span class="icon-defensive"></span>8.9% Hazard Protection <br/><span class="icon-defensive"></span>8.7% Explosive Resistance	-	-
2024-08-13	gear	header-he	Clan	40	Jackrabbit Holster	Gila Guard	Holster	112k	<span class="icon-defensive"></span>134,852 Armor	<span class="icon-defensive"></span>16,523 Health <br/><span class="icon-defensive"></span>4,184 Armor Regeneration	-	-
2024-08-13	gear	header-named	Countdown	40	Carpenter	Lengmo	Chest	158k	<span class="icon-defensive"></span>132,298 Armor	<span class="icon-defensive"></span>8.8% Hazard Protection <br/><span class="icon-utility"></span>7.4% Skill Damage	<span class="icon-active"></span>Mad Bomber	Defensive
2024-08-13	gear	header-he	The Theater	40	Kote Hand Guards	Murakami Industries	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.2% Status Effects <br/><span class="icon-defensive"></span>7.6% Explosive Resistance	-	-
2024-08-13	gear	header-he	The Theater	40	Bizon Guards	Zwiadowka Sp. z o.o.	Kneepads	99k	<span class="icon-offensive"></span>10.6% Weapon Damage	<span class="icon-defensive"></span>7.1% Explosive Resistance <br/><span class="icon-utility"></span>7.2% Skill Damage	-	#N/A
2024-08-13	gear	header-he	The Campus	40	Steelwork Mask	Palisade Steelworks	Mask	80k	<span class="icon-defensive"></span>115,107 Armor	<span class="icon-utility"></span>17.4% Repair Skills <br/><span class="icon-defensive"></span>8.2% Hazard Protection	-	Offensive
2024-08-13	gear	header-he	The Campus	40	Haidate Thigh System	Murakami Industries	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>9.0% Skill Haste <br/><span class="icon-defensive"></span>16,726 Health	-	-
2024-08-13	gear	header-he	Castle	40	Deadstick Protection Mask	Overlord Armaments	Mask	80k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-utility"></span>17.4% Repair Skills <br/><span class="icon-defensive"></span>15,674 Health	-	Offensive
2024-08-13	gear	header-he	Castle	40	Reconnaissance Holster	Česká Výroba s.r.o.	Holster	112k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-offensive"></span>5.0% Weapon Handling <br/><span class="icon-defensive"></span>15,649 Health	-	-
2024-08-13	gear	header-gs	DZ West	40	Molesey ESD Gloves	Hard Wired	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>4.6% Critical Hit Chance  	-	-
2024-08-13	gear	header-gs	DZ West	40	Trombley Kneepads	Tip of the Spear	Kneepads	99k	<span class="icon-offensive"></span>8.6% Weapon Damage	<span class="icon-offensive"></span>10.7% Critical Hit Damage  	-	-
2024-08-13	gear	header-he	DZ West	40	Battle Gloves	Petrov Defense Group	Gloves	80k	<span class="icon-offensive"></span>11.9% Weapon Damage	<span class="icon-utility"></span>9.5% Skill Haste <br/><span class="icon-defensive"></span>7.9% Explosive Resistance	-	-
2024-08-13	gear	header-he	DZ West	40	Suneate Knee Braces	Murakami Industries	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>3,870 Armor Regeneration <br/><span class="icon-utility"></span>8.2% Status Effects	-	-
2024-08-13	gear	header-named	DZ West	40	Emperor's Guard	Murakami Industries	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>1.0 Armor Regeneration <br/><span class="icon-offensive"></span>7.0% Weapon Handling	-	-
2024-08-13	gear	header-named	DZ South	40	Door-Kicker's Knock	Grupo Sombra S.A.	Chest	158k	<span class="icon-offensive"></span>10.6% Weapon Damage	<span class="icon-offensive"></span>10.1% Critical Hit Damage <br/><span class="icon-offensive"></span>6.0% Weapon Handling	<span class="icon-active"></span>Perfect Spark	Utility
2024-08-13	gear	header-gs	DZ South	40	Striker's Pack	Striker's Battlegear	Backpack	131k	<span class="icon-offensive"></span>10.2% Weapon Damage	<span class="icon-offensive"></span>5.5% Weapon Handling  	<span class="icon-active"></span>Risk Management	Offensive
2024-08-13	gear	header-gs	DZ South	40	Hotshot Chest	Hotshot	Chest	158k	<span class="icon-offensive"></span>10.6% Weapon Damage	<span class="icon-defensive"></span>15,518 Health  	<span class="icon-active"></span>Daring	Offensive
2024-08-13	gear	header-he	DZ South	40	Antumbra Backpack	Grupo Sombra S.A.	Backpack	131k	<span class="icon-offensive"></span>9.7% Weapon Damage	<span class="icon-offensive"></span>4.1% Critical Hit Chance <br/><span class="icon-defensive"></span>8.6% Hazard Protection	<span class="icon-active"></span>Galvanize	Utility
2024-08-13	gear	header-he	DZ South	40	TacLite Plate Carrier	5.11 Tactical	Chest	158k	<span class="icon-defensive"></span>115,543 Armor	<span class="icon-defensive"></span>9.1% Hazard Protection <br/><span class="icon-offensive"></span>5.5% Weapon Handling	<span class="icon-active"></span>Intimidate	Defensive
2024-08-13	gear	header-gs	DZ East	40	Gatherers Mask	Ongoing Directive	Mask	80k	<span class="icon-offensive"></span>10.4% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling  	-	Utility
2024-08-13	gear	header-gs	DZ East	40	Cavalier Holster	Cavalier	Holster	112k	<span class="icon-defensive"></span>129,151 Armor	<span class="icon-utility"></span>6.1% Skill Damage  	-	-
2024-08-13	gear	header-he	DZ East	40	Steelwork Mask	Palisade Steelworks	Mask	80k	<span class="icon-defensive"></span>122,404 Armor	<span class="icon-utility"></span>10.7% Skill Haste <br/><span class="icon-utility"></span>6.4% Skill Damage	-	Offensive
2024-08-13	gear	header-he	DZ East	40	Graffham Thigh Combo	Overlord Armaments	Holster	112k	<span class="icon-offensive"></span>10.2% Weapon Damage	<span class="icon-utility"></span>15.6% Repair Skills <br/><span class="icon-offensive"></span>5.5% Weapon Handling	-	-
2024-08-13	gear	header-he	Haven	40	Sashimono Backpack	Murakami Industries	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>9.9% Skill Damage <br/><span class="icon-offensive"></span>4.0% Weapon Handling	<span class="icon-active"></span>Tech Support	Utility
2024-08-13	gear	header-he	Haven	40	Logistics Kneepads	Česká Výroba s.r.o.	Kneepads	99k	<span class="icon-offensive"></span>15.0% Weapon Damage	<span class="icon-offensive"></span>5.0% Weapon Handling <br/><span class="icon-utility"></span>14.6% Repair Skills	-	-
2024-08-13	gear	header-he	Haven	40	Ilarion Filter	Uzina Getica	Mask	80k	<span class="icon-defensive"></span>99,796 Armor	<span class="icon-utility"></span>9.6% Skill Damage <br/><span class="icon-utility"></span>10.1% Skill Haste	-	Defensive
2024-08-13	gear	header-he	Benitez	40	Zofia Armor System	Zwiadowka Sp. z o.o.	Chest	158k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-utility"></span>16.2% Repair Skills	<span class="icon-active"></span>Braced	#N/A
2024-08-13	gear	header-he	Benitez	40	Lochy Hand Savers	Douglas & Harding	Gloves	80k	<span class="icon-offensive"></span>11.0% Weapon Damage	<span class="icon-offensive"></span>4.6% Critical Hit Chance <br/><span class="icon-defensive"></span>8.5% Hazard Protection	-	-
2024-08-13	gear	header-he	Benitez	40	Javelina Mask	Gila Guard	Mask	80k	<span class="icon-defensive"></span>170,000 Armor	<span class="icon-utility"></span>7.8% Status Effects <br/><span class="icon-utility"></span>6.1% Skill Damage	-	Defensive
2024-08-13	gear	header-named	Cassie	40	Carpenter	Lengmo	Chest	158k	<span class="icon-defensive"></span>132,298 Armor	<span class="icon-defensive"></span>8.8% Hazard Protection <br/><span class="icon-utility"></span>7.4% Skill Damage	<span class="icon-active"></span>Perfectly Mad Bomber	Defensive
2024-08-13	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>113,007 Armor	<span class="icon-defensive"></span>9.4% Hazard Protection <br/><span class="icon-utility"></span>17.0% Repair Skills	<span class="icon-active"></span>Perfect Intimidate	Utility
2024-08-13	gear	header-gs	Cassie	40	Shield Carrier	Foundry Bulwark	Backpack	131k	<span class="icon-defensive"></span>134,852 Armor	<span class="icon-defensive"></span>4,184 Armor Regeneration  	<span class="icon-active"></span>Process Refinery	Defensive
2024-08-13	gear	header-gs	Cassie	40	Serpentine Array Vest	Hard Wired	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>8.1% Headshot Damage  	<span class="icon-active"></span>Positive Reinforcement	Utility
2024-08-13	gear	header-gs	Cassie	40	CQB Fist Guards	Ongoing Directive	Gloves	80k	<span class="icon-offensive"></span>13.0% Weapon Damage	<span class="icon-defensive"></span>4,131 Armor Regeneration  	-	-
2024-08-13	gear	header-gs	Cassie	40	Striker's Kneepads	Striker's Battlegear	Kneepads	99k	<span class="icon-offensive"></span>11.2% Weapon Damage	<span class="icon-offensive"></span>7.9% Headshot Damage  	-	-
2024-08-13	gear	header-gs	Cassie	40	Ullswater Proxy Rig	Hard Wired	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>16.8% Repair Skills  	-	-
2024-08-13	gear	header-gs	Cassie	40	Lyudmila Snipers Mask	Aces & Eights	Mask	80k	<span class="icon-offensive"></span>12.4% Weapon Damage	<span class="icon-utility"></span>7.4% Skill Damage  	-	Offensive
2024-08-13	gear	header-he	Cassie	40	Counterforce Vest	Providence Defense	Chest	158k	<span class="icon-offensive"></span>12.6% Weapon Damage	<span class="icon-offensive"></span>10.6% Critical Hit Damage <br/><span class="icon-utility"></span>8.6% Status Effects	<span class="icon-active"></span>Explosive Delivery	Offensive
2024-08-13	gear	header-he	Cassie	40	HG Mask	Habsburg Guard	Mask	80k	<span class="icon-defensive"></span>134,852 Armor	<span class="icon-defensive"></span>16,523 Health <br/><span class="icon-defensive"></span>4,184 Armor Regeneration	-	Offensive
2024-08-20	gear	header-he	White House	40	AMP24	5.11 Tactical	Backpack	131k	<span class="icon-defensive"></span>122,058 Armor	<span class="icon-defensive"></span>8.4% Hazard Protection <br/><span class="icon-offensive"></span>6.9% Headshot Damage	<span class="icon-active"></span>Shock and Awe	Defensive
2024-08-20	gear	header-he	White House	40	Fortitude Plate Carrier	Overlord Armaments	Chest	158k	<span class="icon-offensive"></span>11.0% Weapon Damage	<span class="icon-defensive"></span>7.4% Explosive Resistance <br/><span class="icon-utility"></span>16.4% Repair Skills	<span class="icon-active"></span>Glass Cannon	Offensive
2024-08-20	gear	header-gs	Clan	40	Rhodeswood AR Mask	Hard Wired	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.5% Skill Haste  	-	Utility
2024-08-20	gear	header-gs	Clan	40	Striker's Holster	Striker's Battlegear	Holster	112k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling  	-	-
2024-08-20	gear	header-gs	Clan	40	Special Ammo Holster	Ongoing Directive	Holster	112k	<span class="icon-offensive"></span>12.1% Weapon Damage	<span class="icon-defensive"></span>16,699 Health  	-	-
2024-08-20	gear	header-he	Clan	40	Constantin Sheath	Uzina Getica	Holster	112k	<span class="icon-defensive"></span>117,883 Armor	<span class="icon-offensive"></span>6.5% Weapon Handling <br/><span class="icon-offensive"></span>7.9% Headshot Damage	-	-
2024-08-20	gear	header-he	Clan	40	Filter Mask	Hana-U Corporation	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.8% Status Effects <br/><span class="icon-utility"></span>16.1% Repair Skills	-	Offensive
2024-08-20	gear	header-he	Clan	40	Sashimono Backpack	Murakami Industries	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>20.0% Repair Skills <br/><span class="icon-utility"></span>7.9% Status Effects	<span class="icon-active"></span>Unstoppable Force	Utility
2024-08-20	gear	header-he	Clan	40	Steelwork Chestplate	Palisade Steelworks	Chest	158k	<span class="icon-defensive"></span>143,456 Armor	<span class="icon-defensive"></span>8.4% Explosive Resistance <br/><span class="icon-offensive"></span>6.5% Weapon Handling	<span class="icon-active"></span>Protected Reload	Offensive
2024-08-20	gear	header-named	Countdown	40	Picaro's Holster	Brazos de Arcabuz	Holster	112k	<span class="icon-defensive"></span>139,821 Armor	<span class="icon-utility"></span>20.0% Repair Skills <br/><span class="icon-offensive"></span>15.0% Weapon Damage	-	-
2024-08-20	gear	header-named	Countdown	40	Claws Out	Wyvern Wear	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>500.0% Melee Damage <br/><span class="icon-utility"></span>9.1% Status Effects	-	-
2024-08-20	gear	header-named	The Theater	40	Contractor's Gloves	Petrov Defense Group	Gloves	80k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-offensive"></span>8.0% Damage to Armor <br/><span class="icon-offensive"></span>4.5% Critical Hit Chance	-	-
2024-08-20	gear	header-he	The Theater	40	Micro Plated Gloves	Sokolov Concern	Gloves	80k	<span class="icon-offensive"></span>9.4% Weapon Damage	<span class="icon-offensive"></span>10.4% Critical Hit Damage <br/><span class="icon-utility"></span>10.0% Skill Haste	-	-
2024-08-20	gear	header-he	The Theater	40	Patella Knee Cups	Wyvern Wear	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.4% Skill Haste <br/><span class="icon-utility"></span>8.5% Status Effects	-	-
2024-08-20	gear	header-he	The Campus	40	Breathe-Easy Mask	Walker, Harris & Co.	Mask	80k	<span class="icon-offensive"></span>9.7% Weapon Damage	<span class="icon-offensive"></span>10.3% Critical Hit Damage <br/><span class="icon-offensive"></span>5.5% Weapon Handling	-	Offensive
2024-08-20	gear	header-he	The Campus	40	HG Holster	Habsburg Guard	Holster	112k	<span class="icon-defensive"></span>106,128 Armor	<span class="icon-offensive"></span>7.4% Headshot Damage <br/><span class="icon-offensive"></span>4.3% Critical Hit Chance	-	-
2024-08-20	gear	header-he	Castle	40	Bevor Air Guard	Belstone Armory	Mask	80k	<span class="icon-defensive"></span>155,931 Armor	<span class="icon-defensive"></span>14,782 Health <br/><span class="icon-offensive"></span>6.5% Headshot Damage	-	Offensive
2024-08-20	gear	header-he	Castle	40	Jackrabbit Holster	Gila Guard	Holster	112k	<span class="icon-defensive"></span>102,771 Armor	<span class="icon-defensive"></span>6.8% Explosive Resistance <br/><span class="icon-offensive"></span>10.3% Critical Hit Damage	-	-
2024-08-20	gear	header-gs	DZ West	40	Hotshot Gloves	Hotshot	Gloves	80k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling  	-	-
2024-08-20	gear	header-gs	DZ West	40	Charger's Kneepads	#N/A	#N/A	#N/A	<span class="icon-offensive"></span>11.8% Weapon Damage	<span class="icon-offensive"></span>6.4% Headshot Damage  	-	#N/A
2024-08-20	gear	header-he	DZ West	40	Lochy Hand Savers	Douglas & Harding	Gloves	80k	<span class="icon-offensive"></span>9.0% Weapon Damage	<span class="icon-utility"></span>14.6% Repair Skills <br/><span class="icon-offensive"></span>5.6% Critical Hit Chance	-	-
2024-08-20	gear	header-he	DZ West	40	Logistics Kneepads	Česká Výroba s.r.o.	Kneepads	99k	<span class="icon-offensive"></span>13.1% Weapon Damage	<span class="icon-offensive"></span>5.3% Critical Hit Chance <br/><span class="icon-defensive"></span>2.9% Explosive Resistance	-	-
2024-08-20	gear	header-gs	DZ South	40	Containment Carryall	Eclipse Protocol	Backpack	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.3% Skill Haste  	<span class="icon-active"></span>Symptom Aggravator	Utility
2024-08-20	gear	header-gs	DZ South	40	Rigger Quick Access Harness	Rigger	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>10.3% Critical Hit Damage  	<span class="icon-active"></span>Best Buds	Utility
2024-08-20	gear	header-he	DZ South	40	Trekking Elite Pack	Alps Summit Armaments	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>9.0% Status Effects <br/><span class="icon-offensive"></span>4.5% Weapon Handling	<span class="icon-active"></span>Overclock	Utility
