DATE	type	rarity	vendor	level	name	attribute_slot	attribute_value	attribute_type
2025-11-11	mod	header-he	DZイースト	40		ケミランチャー	4.2	持続時間
2025-11-11	mod	header-he	DZイースト	40		ハイヴ	7.4	HP
2025-11-11	mod	header-he	DZイースト	40		パルス	15.0	HP
2025-11-11	mod	header-he	DZイースト	40		トラップ	6.1	持続時間
2025-11-11	mod	header-offensive	DZサウス	40	Offensive Protocol: Firearms	gear	6.9	ヘッドショットダメージ上昇
2025-11-11	mod	header-he	DZサウス	40		ドローン	8.3	HP
2025-11-11	mod	header-he	DZサウス	40		タレット	1.0	追加迫撃砲弾薬
2025-11-11	mod	header-he	DZサウス	40		粘着爆弾	5.0	ブラスト範囲
2025-11-11	mod	header-defensive	DZウエスト	40	Defensive Protocol: Stamina	gear	8.3	電波妨害耐性
2025-11-11	mod	header-he	DZウエスト	40		マイン	1.0	クラスターマイン
2025-11-11	mod	header-he	DZウエスト	40		シールド	4.3	アクティブ自動回復
2025-11-11	mod	header-he	DZウエスト	40		ファイアフライ	8.1	スピード
2025-11-11	mod	header-he	DZウエスト	40		デコイ	8.0	HP
2025-11-11	mod	header-defensive	クランショップ	40	Defensive Protocol: Stamina	gear	8.6	電波妨害耐性
2025-11-11	mod	header-offensive	クランショップ	40	Offensive Protocol: Firearms	gear	10.5	クリティカルダメージ
2025-11-11	mod	header-he	クランショップ	40		ハイヴ	4.3	ダメージ
2025-11-11	mod	header-he	クランショップ	40		デコイ	6.0	持続時間
2025-11-11	mod	header-offensive	キャシー	40	Offensive Protocol: Firearms	gear	10.5	クリティカルダメージ
2025-11-11	mod	header-he	キャシー	40		ハイヴ	4.3	ダメージ
2025-11-18	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Firearms	gear	7.6	ヘッドショットダメージ上昇
2025-11-18	mod	header-he	ホワイトハウス	40		ドローン	6.3	アーマー修理
2025-11-18	mod	header-he	ホワイトハウス	40		タレット	5.8	スキルヘイスト
2025-11-18	mod	header-he	ホワイトハウス	40		粘着爆弾	4.2	スキルヘイスト
2025-11-18	mod	header-offensive	クランショップ	40	Offensive Protocol: Firearms	gear	10.7	クリティカルダメージ
2025-11-18	mod	header-he	クランショップ	40		ファイアフライ	6.3	スキルヘイスト
2025-11-18	mod	header-utility	クランショップ	40	Utility Protocol: Intensity	gear	16.6	スキル修復
2025-11-18	mod	header-he	クランショップ	40		粘着爆弾	4.3	スキルヘイスト
2025-11-18	mod	header-defensive	シアター	40	Defensive Protocol: Stamina	gear	8.2	出血耐性
2025-11-18	mod	header-he	シアター	40		マイン	4.2	ダメージ
2025-11-18	mod	header-he	シアター	40		シールド	4.2	ディフレクターダメージ
2025-11-18	mod	header-he	シアター	40		ファイアフライ	6.0	スキルヘイスト
2025-11-18	mod	header-utility	キャンパス	40	Utility Protocol: Intensity	gear	16.6	スキル修復
2025-11-18	mod	header-he	キャンパス	40		ケミランチャー	4.2	持続時間
2025-11-18	mod	header-he	キャンパス	40		ハイヴ	4.0	スティムチャージ
2025-11-18	mod	header-he	キャンパス	40		パルス	14.4	HP
2025-11-18	mod	header-he	キャンパス	40		トラップ	6.0	ショック範囲
2025-11-18	mod	header-utility	キャッスル	40	Utility Protocol: Intensity	gear	16.5	スキル修復
2025-11-18	mod	header-he	キャッスル	40		ケミランチャー	13.8	トラップHP
2025-11-18	mod	header-he	キャッスル	40		ハイヴ	8.2	スティム効率
2025-11-18	mod	header-he	キャッスル	40		パルス	8.6	範囲
2025-11-18	mod	header-he	キャッスル	40		トラップ	4.2	持続時間
2025-11-18	mod	header-utility	DZイースト	40	Utility Protocol: Intensity	gear	9.9	スキルヘイスト
2025-11-18	mod	header-he	DZイースト	40		ケミランチャー	5.8	回復
2025-11-18	mod	header-he	DZイースト	40		ハイヴ	4.2	ダメージ
2025-11-18	mod	header-he	DZイースト	40		パルス	8.6	効果持続時間
2025-11-18	mod	header-he	DZイースト	40		トラップ	5.8	ショック範囲
2025-11-18	mod	header-offensive	DZサウス	40	Offensive Protocol: Firearms	gear	10.2	クリティカルダメージ
2025-11-18	mod	header-he	DZサウス	40		ドローン	2.0	追加爆弾
2025-11-18	mod	header-he	DZサウス	40		タレット	7.5	HP
2025-11-18	mod	header-he	DZサウス	40		粘着爆弾	6.3	持続時間
2025-11-18	mod	header-defensive	DZウエスト	40	Defensive Protocol: Stamina	gear	8.5	炎上耐性
2025-11-18	mod	header-he	DZウエスト	40		マイン	4.3	ダメージ
2025-11-18	mod	header-he	DZウエスト	40		シールド	4.0	ダメージボーナス(敵1体ごと)
2025-11-18	mod	header-he	DZウエスト	40		ファイアフライ	1.0	最多ターゲット
2025-11-18	mod	header-he	DZウエスト	40		デコイ	6.0	持続時間
2025-11-18	mod	header-utility	ベニテス	40	Utility Protocol: Intensity	gear	8.4	スキル持続時間
2025-11-18	mod	header-offensive	ベニテス	40	Offensive Protocol: Firearms	gear	7.0	ヘッドショットダメージ上昇
2025-11-18	mod	header-he	ベニテス	40		ドローン	8.1	Scan Range
2025-11-18	mod	header-he	ベニテス	40		ケミランチャー	4.2	ダメージ
2025-11-18	mod	header-he	ベニテス	40		トラップ	5.2	持続時間
2025-11-18	mod	header-utility	ヘイヴン	40	Utility Protocol: Intensity	gear	8.6	スキル持続時間
2025-11-18	mod	header-offensive	ヘイヴン	40	Offensive Protocol: Firearms	gear	7.5	ヘッドショットダメージ上昇
2025-11-18	mod	header-he	ヘイヴン	40		ドローン	6.4	偏向持続時間
2025-11-18	mod	header-he	ヘイヴン	40		パルス	8.7	範囲
2025-11-18	mod	header-he	ヘイヴン	40		デコイ	6.0	HP
2025-11-18	mod	header-utility	ブリッジ	40	Utility Protocol: Intensity	gear	8.5	スキル持続時間
2025-11-18	mod	header-defensive	ブリッジ	40	Defensive Protocol: Stamina	gear	8.4	電波妨害耐性
2025-11-18	mod	header-he	ブリッジ	40		マイン	5.8	回復
2025-11-18	mod	header-he	ブリッジ	40		ケミランチャー	5.9	スキルヘイスト
2025-11-18	mod	header-he	ブリッジ	40		粘着爆弾	4.0	炎上持続時間
2025-11-18	mod	header-he	シアター	40		デコイ	6.0	持続時間
2025-11-18	mod	header-utility	キャシー	40	Utility Protocol: Intensity	gear	17.0	スキル修復
2025-11-18	mod	header-he	キャシー	40		ドローン	8.6	HP
2025-11-25	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Critical	gear	4.6	クリティカル率
2025-11-25	mod	header-he	ホワイトハウス	40	Additional Ordnance	ドローン	4.3	ダメージ
2025-11-25	mod	header-he	ホワイトハウス	40	Organic Circuits	タレット	1.0	追加スナイパー弾薬
2025-11-25	mod	header-he	ホワイトハウス	40	Improved Sticky Payload	粘着爆弾	4.0	炎上持続時間
2025-11-25	mod	header-utility	クランショップ	40	Utility System: Electronics	gear	10.4	スキルヘイスト
2025-11-25	mod	header-defensive	クランショップ	40	Defensive Protocol: Stamina	gear	8.7	電波妨害耐性
2025-11-25	mod	header-offensive	クランショップ	40	Offensive System: Dexterity	gear	10.4	クリティカルダメージ
2025-11-25	mod	header-he	クランショップ	40	Adaptive Insulation Foam	シールド	4.4	ディフレクターダメージ
2025-11-25	mod	header-defensive	シアター	40	Defensive System: Mending	gear	16.4	修復量
2025-11-25	mod	header-he	シアター	40	Russian Doll Protocol	マイン	4.2	ダメージ
2025-11-25	mod	header-he	シアター	40	Adaptive Insulation Foam	シールド	4.3	アクティブ自動回復
2025-11-25	mod	header-he	シアター	40	Guiding System	ファイアフライ	1.0	最多ターゲット
2025-11-25	mod	header-he	シアター	40	Decoy Projector Internals	デコイ	6.0	持続時間
2025-11-25	mod	header-utility	キャンパス	40	Utility System: Assist	gear	10.0	スキルヘイスト
2025-11-25	mod	header-he	キャンパス	40	Imbued Metal String	ケミランチャー	7.7	トラップ持続時間
2025-11-25	mod	header-he	キャンパス	40	Experimental Blend	ハイヴ	8.3	スティム効率
2025-11-25	mod	header-he	キャンパス	40	Exploded Blueprint	パルス	8.8	効果持続時間
2025-11-25	mod	header-he	キャンパス	40	Trap Electronics Upgrade	トラップ	6.0	ショック範囲
2025-11-25	mod	header-utility	キャッスル	40	Utility Protocol: Intensity	gear	15.7	スキル修復
2025-11-25	mod	header-he	キャッスル	40	Pharmacokinetic Enhancer	ケミランチャー	4.3	持続時間
2025-11-25	mod	header-he	キャッスル	40	Cooling Vents	ハイヴ	4.0	修復チャージ
2025-11-25	mod	header-he	キャッスル	40	Exploded Blueprint	パルス	4.8	スキルヘイスト
2025-11-25	mod	header-he	キャッスル	40	Trap Charge Improvement	トラップ	4.2	持続時間
2025-11-25	mod	header-defensive	DZウエスト	40	Defensive Protocol: Stamina	gear	8.5	パルス耐性
2025-11-25	mod	header-he	DZウエスト	40	Magnetic Disc	マイン	6.2	HP
2025-11-25	mod	header-he	DZウエスト	40	Shape-memory Alloy	シールド	4.1	シールドHP
2025-11-25	mod	header-he	DZウエスト	40	Alignment Valve	gear	6.0	スキルヘイスト
2025-11-25	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2025-11-25	mod	header-offensive	DZサウス	40	Offensive Protocol: Critical	gear	10.2	クリティカルダメージ
2025-11-25	mod	header-he	DZサウス	40	Graphene Battery	gear	6.3	持続時間
2025-11-25	mod	header-he	DZサウス	40	Magnetic Rail	gear	4.1	炎上ダメージ
2025-11-25	mod	header-he	DZサウス	40	Improved Sticky Launcher	gear	4.1	スキルヘイスト
2025-11-25	mod	header-utility	DZイースト	40	Utility System: Electronics	gear	8.5	スキル持続時間
2025-11-25	mod	header-he	DZイースト	40	Piranha Solution	ケミランチャー	13.2	トラップHP
2025-11-25	mod	header-he	DZイースト	40	Radar Signal Antennas	gear	8.3	リバイバーアーマー修復
2025-11-25	mod	header-he	DZイースト	40	Heating Mantle	gear	8.7	効果持続時間
2025-11-25	mod	header-he	DZイースト	40	Trap Charge Improvement	トラップ	4.2	持続時間
2025-11-25	mod	header-utility	ヘイヴン	40	Utility System: Electronics	gear	10.0	スキルヘイスト
2025-11-25	mod	header-utility	ヘイヴン	40	Utility Protocol: Intensity	gear	10.2	スキルヘイスト
2025-11-25	mod	header-he	ヘイヴン	40	Phosphorus Ingredient	マイン	1.0	クラスターマイン
2025-11-25	mod	header-he	ヘイヴン	40	Internal Storage	ハイヴ	4.0	修復チャージ
2025-11-25	mod	header-he	ヘイヴン	40	Trap Electronics Upgrade	トラップ	6.0	ショック範囲
2025-11-25	mod	header-utility	ベニテス	40	Utility System: Assist	gear	10.3	スキルヘイスト
2025-11-25	mod	header-defensive	ベニテス	40	Defensive Protocol: Stamina	gear	15567.0	キルによるアーマー
2025-11-25	mod	header-he	ベニテス	40	Ball Bearings	マイン	6.3	HP
2025-11-25	mod	header-he	ベニテス	40	Liquid Nitrogen Cooling System	ケミランチャー	6.0	スキルヘイスト
2025-11-25	mod	header-he	ベニテス	40	Decoy Projector Internals	デコイ	6.0	持続時間
2025-11-25	mod	header-utility	ブリッジ	40	Utility System: Assist	gear	10.2	スキルヘイスト
2025-11-25	mod	header-defensive	ブリッジ	40	Defensive Protocol: Stamina	gear	8.3	電波妨害耐性
2025-11-25	mod	header-he	ブリッジ	40	Lubrication Gel	タレット	4.2	ダメージ
2025-11-25	mod	header-he	ブリッジ	40	Exploded Blueprint	パルス	15.0	HP
2025-11-25	mod	header-he	ブリッジ	40	Improved Sticky Payload	ケミランチャー	4.0	炎上持続時間
2025-11-25	mod	header-defensive	キャシー	40	Defensive Protocol: Stamina	gear	8.7	電波妨害耐性
2025-11-25	mod	header-he	キャシー	40	Cell Penetrating Peptide	ケミランチャー	14.2	トラップHP
2025-12-02	mod	header-offensive	ホワイトハウス	40	Offensive System: Dexterity	gear	10.3	クリティカルダメージ
2025-12-02	mod	header-he	ホワイトハウス	40	Reinforced Rotor Blades	ドローン	8.5	HP
2025-12-02	mod	header-he	ホワイトハウス	40	Multi-Tool	タレット	5.7	持続時間
2025-12-02	mod	header-he	ホワイトハウス	40	Improved Sticky Launcher	粘着爆弾	4.2	スキルヘイスト
2025-12-02	mod	header-utility	クランショップ	40	Utility System: Electronics	gear	16.7	スキル修復
2025-12-02	mod	header-he	クランショップ	40	Supramolecular Networks	シールド	4.4	ホルスタード自動回復
2025-12-02	mod	header-he	クランショップ	40	Cementitious Material	シールド	4.5	シールドHP
2025-12-02	mod	header-he	クランショップ	40	Thermoresponsive Polymer	シールド	4.4	ホルスタード自動回復
2025-12-02	mod	header-defensive	シアター	40	Defensive System: Mending	gear	8.6	視聴覚ダメージ耐性
2025-12-02	mod	header-he	シアター	40	Phosphorus Ingredient	マイン	1.0	クラスターマイン
2025-12-02	mod	header-he	シアター	40	Weaved Aramid Fiber	シールド	4.1	ホルスタード自動回復
2025-12-02	mod	header-he	シアター	40	Tungsten Compound	ファイアフライ	5.9	ダメージ
2025-12-02	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	6.0	HP
2025-12-02	mod	header-utility	キャンパス	40	Utility System: Assist	gear	16.3	スキル修復
2025-12-02	mod	header-he	キャンパス	40	Pharmacokinetic Enhancer	ケミランチャー	1.0	弾薬
2025-12-02	mod	header-he	キャンパス	40	Extra Payload	ハイヴ	8.4	スティム効率
2025-12-02	mod	header-he	キャンパス	40	Exploded Blueprint	パルス	4.8	スキルヘイスト
2025-12-02	mod	header-he	キャンパス	40	Trap Electronics Upgrade	トラップ	6.0	ショック範囲
2025-12-02	mod	header-utility	キャッスル	40	Utility System: Assist	gear	10.2	スキルヘイスト
2025-12-02	mod	header-he	キャッスル	40	Disintegrating Links	ケミランチャー	6.0	スキルヘイスト
2025-12-02	mod	header-he	キャッスル	40	Polycarbonate Housing	ハイヴ	4.2	持続時間
2025-12-02	mod	header-he	キャッスル	40	Distributed Architecture	パルス	6.3	コーンサイズ
2025-12-02	mod	header-he	キャッスル	40	Trap Charge Improvement	トラップ	4.2	持続時間
2025-12-02	mod	header-defensive	DZウエスト	40	Defensive System: Mending	gear	8.4	トラップ耐性
2025-12-02	mod	header-he	DZウエスト	40	Russian Doll Protocol	マイン	5.8	回復
2025-12-02	mod	header-he	DZウエスト	40	Supramolecular Networks	シールド	4.0	ダメージボーナス(敵1体ごと)
2025-12-02	mod	header-he	DZウエスト	40	Micro Conduits	ファイアフライ	5.7	スキルヘイスト
2025-12-02	mod	header-he	DZウエスト	40	Decoy Housing Shell	デコイ	6.0	HP
2025-12-02	mod	header-offensive	DZサウス	40	Offensive System: Dexterity	gear	4.6	クリティカル率
2025-12-02	mod	header-he	DZサウス	40	Terminal Ballistics	ドローン	8.5	HP
2025-12-02	mod	header-he	DZサウス	40	Multi-Tool	タレット	5.8	持続時間
2025-12-02	mod	header-he	DZサウス	40	Improved Sticky Launcher	粘着爆弾	6.4	持続時間
2025-12-02	mod	header-utility	DZイースト	40	Utility System: Electronics	gear	8.5	スキル持続時間
2025-12-02	mod	header-he	DZイースト	40	Ultra-Thin Cartridges	ケミランチャー	5.8	スキルヘイスト
2025-12-02	mod	header-he	DZイースト	40	Backpack Battery	ハイヴ	7.4	HP
2025-12-02	mod	header-he	DZイースト	40	Atmospheric Analyzer	パルス	8.6	効果持続時間
2025-12-02	mod	header-he	DZイースト	40	Trap Charge Improvement	トラップ	4.3	持続時間
2025-12-02	mod	header-offensive	ヘイヴン	40	Offensive System: Dexterity	gear	4.4	クリティカル率
2025-12-02	mod	header-defensive	ヘイヴン	40	Defensive Protocol: Stamina	gear	8.6	視聴覚ダメージ耐性
2025-12-02	mod	header-he	ヘイヴン	40	Synthetic Mineral Frame	シールド	4.2	ディフレクターダメージ
2025-12-02	mod	header-he	ヘイヴン	40	Tungsten Compound	ファイアフライ	6.0	視覚奪取効果持続時間
2025-12-02	mod	header-he	ヘイヴン	40	Decoy Housing Shell	デコイ	6.0	HP
2025-12-02	mod	header-defensive	ベニテス	40	Defensive System: Mending	gear	8.4	視聴覚ダメージ耐性
2025-12-02	mod	header-defensive	ベニテス	40	Defensive Protocol: Stamina	gear	11.0	対エリート防御
2025-12-02	mod	header-he	ベニテス	40	Russian Doll Protocol	マイン	5.7	回復
2025-12-02	mod	header-he	ベニテス	40	Slip Fit Tube	ケミランチャー	6.3	炎上強度
2025-12-02	mod	header-he	ベニテス	40	Decoy Projector Internals	デコイ	6.0	持続時間
2025-12-02	mod	header-offensive	ブリッジ	40	Offensive System: Firearms	gear	4.6	クリティカル率
2025-12-02	mod	header-defensive	ブリッジ	40	Defensive Protocol: Stamina	gear	11.0	対エリート防御
2025-12-02	mod	header-he	ブリッジ	40	Synthetic Mineral Frame	シールド	4.2	ホルスタード自動回復
2025-12-02	mod	header-he	ブリッジ	40	Experimental Blend	ハイヴ	4.2	ダメージ
2025-12-02	mod	header-he	ブリッジ	40	Improved Sticky Payload	粘着爆弾	4.0	炎上持続時間
2025-12-02	mod	header-utility	キャシー	40	Utility System: Electronics	gear	10.6	スキルヘイスト
2025-12-02	mod	header-he	キャシー	40	Cementitious Material	シールド	4.5	シールドHP
2025-12-09	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Firearms	gear	7.2	ヘッドショットダメージ上昇
2025-12-09	mod	header-he	ホワイトハウス	40		ドローン	4.3	ダメージ
2025-12-09	mod	header-he	ホワイトハウス	40		タレット	1.0	追加スナイパー弾薬
2025-12-09	mod	header-he	ホワイトハウス	40		粘着爆弾	6.2	ダメージ
2025-12-09	mod	header-defensive	クランショップ	40	Defensive Protocol: Stamina	gear	9.0	出血耐性
2025-12-09	mod	header-utility	クランショップ	40	Utility Protocol: Intensity	gear	8.8	スキル持続時間
2025-12-09	mod	header-he	クランショップ	40		ハイヴ	4.5	ダメージ
2025-12-09	mod	header-he	クランショップ	40		ドローン	5.5	ダメージ軽減
2025-12-09	mod	header-defensive	シアター	40	Defensive Protocol: Stamina	gear	8.4	トラップ耐性
2025-12-09	mod	header-he	シアター	40		マイン	5.7	回復
2025-12-09	mod	header-he	シアター	40		シールド	4.3	ホルスタード自動回復
2025-12-09	mod	header-he	シアター	40		ファイアフライ	6.3	スピード
2025-12-09	mod	header-he	シアター	40		デコイ	6.0	持続時間
2025-12-09	mod	header-utility	キャンパス	40	Utility Protocol: Intensity	gear	16.2	スキル修復
2025-12-09	mod	header-he	キャンパス	40		ケミランチャー	1.0	弾薬
2025-12-09	mod	header-he	キャンパス	40		ハイヴ	4.0	スティムチャージ
2025-12-09	mod	header-he	キャンパス	40		パルス	14.3	HP
2025-12-09	mod	header-he	キャンパス	40		トラップ	5.9	持続時間
2025-12-09	mod	header-utility	キャッスル	40	Utility Protocol: Intensity	gear	8.5	スキル持続時間
2025-12-09	mod	header-he	キャッスル	40		ケミランチャー	6.1	スキルヘイスト
2025-12-09	mod	header-he	キャッスル	40		ハイヴ	6.4	リバイバーアーマー修復
2025-12-09	mod	header-he	キャッスル	40		パルス	8.8	範囲
2025-12-09	mod	header-he	キャッスル	40		トラップ	4.2	持続時間
2025-12-09	mod	header-utility	DZイースト	40	Utility Protocol: Intensity	gear	9.9	スキルヘイスト
2025-12-09	mod	header-he	DZイースト	40		ケミランチャー	6.1	範囲
2025-12-09	mod	header-he	DZイースト	40		ハイヴ	4.0	修復チャージ
2025-12-09	mod	header-he	DZイースト	40		パルス	6.4	コーンサイズ
2025-12-09	mod	header-he	DZイースト	40		トラップ	4.2	持続時間
2025-12-09	mod	header-offensive	DZサウス	40	Offensive Protocol: Firearms	gear	10.3	クリティカルダメージ
2025-12-09	mod	header-he	DZサウス	40		ドローン	8.2	HP
2025-12-09	mod	header-he	DZサウス	40		タレット	6.0	持続時間
2025-12-09	mod	header-he	DZサウス	40		粘着爆弾	6.3	持続時間
2025-12-09	mod	header-defensive	DZウエスト	40	Defensive Protocol: Stamina	gear	8.5	パルス耐性
2025-12-09	mod	header-he	DZウエスト	40		マイン	4.3	ダメージ
2025-12-09	mod	header-he	DZウエスト	40		シールド	4.2	ディフレクターダメージ
2025-12-09	mod	header-he	DZウエスト	40		ファイアフライ	1.0	最多ターゲット
2025-12-09	mod	header-he	DZウエスト	40		デコイ	6.0	持続時間
2025-12-09	mod	header-offensive	ベニテス	40	Offensive Protocol: Firearms	gear	4.6	クリティカル率
2025-12-09	mod	header-offensive	ベニテス	40	Offensive Protocol: Firearms	gear	10.3	クリティカルダメージ
2025-12-09	mod	header-he	ベニテス	40		ドローン	6.5	持続時間
2025-12-09	mod	header-he	ベニテス	40		ハイヴ	4.2	持続時間
2025-12-09	mod	header-he	ベニテス	40		デコイ	6.0	HP
2025-12-09	mod	header-offensive	ヘイヴン	40	Offensive Protocol: Firearms	gear	4.4	クリティカル率
2025-12-09	mod	header-offensive	ヘイヴン	40	Offensive Protocol: Firearms	gear	9.9	クリティカルダメージ
2025-12-09	mod	header-he	ヘイヴン	40		シールド	4.2	シールドHP
2025-12-09	mod	header-he	ヘイヴン	40		ケミランチャー	6.0	スキルヘイスト
2025-12-09	mod	header-he	ヘイヴン	40		粘着爆弾	4.0	炎上持続時間
2025-12-09	mod	header-offensive	ブリッジ	40	Offensive Protocol: Firearms	gear	7.5	ヘッドショットダメージ上昇
2025-12-09	mod	header-defensive	ブリッジ	40	Defensive Protocol: Stamina	gear	8.5	混乱耐性
2025-12-09	mod	header-he	ブリッジ	40		タレット	6.0	持続時間
2025-12-09	mod	header-he	ブリッジ	40		ケミランチャー	6.1	範囲
2025-12-09	mod	header-he	ブリッジ	40		トラップ	4.3	持続時間
2025-12-09	mod	header-utility	キャシー	40	Utility Protocol: Intensity	gear	8.8	スキル持続時間
2025-12-09	mod	header-he	キャシー	40		ハイヴ	4.5	ダメージ
2025-12-16	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Firearms	gear	9.9	クリティカルダメージ
2025-12-16	mod	header-he	ホワイトハウス	40		ドローン	6.5	アーマー修理
2025-12-16	mod	header-he	ホワイトハウス	40		タレット	1.0	追加スナイパー弾薬
2025-12-16	mod	header-he	ホワイトハウス	40		粘着爆弾	4.9	ブラスト範囲
2025-12-16	mod	header-utility	クランショップ	40	Utility Protocol: Intensity	gear	8.8	スキル持続時間
2025-12-16	mod	header-he	クランショップ	40		パルス	8.9	範囲
2025-12-16	mod	header-defensive	クランショップ	40	Defensive Protocol: Stamina	gear	8.9	視聴覚ダメージ耐性
2025-12-16	mod	header-he	クランショップ	40		タレット	6.4	スキルヘイスト
2025-12-16	mod	header-defensive	シアター	40	Defensive Protocol: Stamina	gear	8.5	混乱耐性
2025-12-16	mod	header-he	シアター	40		マイン	4.8	スキルヘイスト
2025-12-16	mod	header-he	シアター	40		シールド	4.1	アクティブ自動回復
2025-12-16	mod	header-he	シアター	40		ファイアフライ	1.0	最多ターゲット
2025-12-16	mod	header-he	シアター	40		デコイ	6.0	HP
2025-12-16	mod	header-utility	キャンパス	40	Utility Protocol: Intensity	gear	8.5	スキル持続時間
2025-12-16	mod	header-he	キャンパス	40		ケミランチャー	13.4	トラップHP
2025-12-16	mod	header-he	キャンパス	40		ハイヴ	4.0	スティンガーチャージ
2025-12-16	mod	header-he	キャンパス	40		パルス	8.7	範囲
2025-12-16	mod	header-he	キャンパス	40		トラップ	4.1	持続時間
2025-12-16	mod	header-utility	キャッスル	40	Utility Protocol: Intensity	gear	10.3	スキルヘイスト
2025-12-16	mod	header-he	キャッスル	40		ケミランチャー	6.0	範囲
2025-12-16	mod	header-he	キャッスル	40		ハイヴ	7.6	HP
2025-12-16	mod	header-he	キャッスル	40		パルス	8.6	範囲
2025-12-16	mod	header-he	キャッスル	40		トラップ	4.3	持続時間
2025-12-16	mod	header-utility	DZイースト	40	Utility Protocol: Intensity	gear	8.2	スキル持続時間
2025-12-16	mod	header-he	DZイースト	40		ケミランチャー	4.3	持続時間
2025-12-16	mod	header-he	DZイースト	40		ハイヴ	4.2	持続時間
2025-12-16	mod	header-he	DZイースト	40		パルス	6.4	コーンサイズ
2025-12-16	mod	header-he	DZイースト	40		トラップ	4.3	持続時間
2025-12-16	mod	header-offensive	DZサウス	40	Offensive Protocol: Firearms	gear	4.4	クリティカル率
2025-12-16	mod	header-he	DZサウス	40		ドローン	6.5	持続時間
2025-12-16	mod	header-he	DZサウス	40		タレット	4.3	ダメージ
2025-12-16	mod	header-he	DZサウス	40		粘着爆弾	6.3	持続時間
2025-12-16	mod	header-defensive	DZウエスト	40	Defensive Protocol: Stamina	gear	11.0	対エリート防御
2025-12-16	mod	header-he	DZウエスト	40		マイン	4.3	範囲
2025-12-16	mod	header-he	DZウエスト	40		シールド	4.2	ディフレクターダメージ
2025-12-16	mod	header-he	DZウエスト	40		ファイアフライ	1.0	最多ターゲット
2025-12-16	mod	header-he	DZウエスト	40		デコイ	6.0	HP
2025-12-16	mod	header-offensive	ベニテス	40	Offensive Protocol: Firearms	gear	4.5	クリティカル率
2025-12-16	mod	header-utility	ベニテス	40	Utility Protocol: Intensity	gear	16.0	スキル修復
2025-12-16	mod	header-he	ベニテス	40		シールド	4.2	ディフレクターダメージ
2025-12-16	mod	header-he	ベニテス	40		ハイヴ	4.2	持続時間
2025-12-16	mod	header-he	ベニテス	40		デコイ	6.0	持続時間
2025-12-16	mod	header-defensive	ヘイヴン	40	Defensive Protocol: Stamina	gear	15316.0	キルによるアーマー
2025-12-16	mod	header-offensive	ヘイヴン	40	Offensive Protocol: Firearms	gear	10.0	クリティカルダメージ
2025-12-16	mod	header-he	ヘイヴン	40		ドローン	8.2	Scan Range
2025-12-16	mod	header-he	ヘイヴン	40		パルス	8.8	効果持続時間
2025-12-16	mod	header-he	ヘイヴン	40		トラップ	4.3	持続時間
2025-12-16	mod	header-defensive	ブリッジ	40	Defensive Protocol: Stamina	gear	8.6	混乱耐性
2025-12-16	mod	header-offensive	ブリッジ	40	Offensive Protocol: Firearms	gear	7.4	ヘッドショットダメージ上昇
2025-12-16	mod	header-he	ブリッジ	40		ドローン	6.5	アーマー修理
2025-12-16	mod	header-he	ブリッジ	40		ケミランチャー	5.9	範囲
2025-12-16	mod	header-he	ブリッジ	40		デコイ	6.0	HP
2025-12-16	mod	header-offensive	キャシー	40	Offensive Protocol: Firearms	gear	10.4	クリティカルダメージ
2025-12-16	mod	header-he	キャシー	40		シールド	4.5	ホルスタード自動回復
2025-12-23	mod	header-offensive	ホワイトハウス	40	Offensive System: Firearms	gear	7.1	ヘッドショットダメージ上昇
2025-12-23	mod	header-he	ホワイトハウス	40	Gaffer Tape	ドローン	4.8	ダメージ
2025-12-23	mod	header-he	ホワイトハウス	40	Cyclone Magazine	タレット	4.1	炎上ダメージ
2025-12-23	mod	header-he	ホワイトハウス	40	Improved Sticky Payload	粘着爆弾	4.9	ブラスト範囲
2025-12-23	mod	header-utility	クランショップ	40	Utility System: Electronics	gear	8.9	スキル持続時間
2025-12-23	mod	header-he	クランショップ	40	Network Firewall	ハイヴ	4.3	持続時間
2025-12-23	mod	header-he	クランショップ	40	Defensive Protocol: Stamina	gear	16296.0	キルによるアーマー
2025-12-23	mod	header-he	クランショップ	40	Explosive Requisition	ドローン	8.7	HP
2025-12-23	mod	header-defensive	シアター	40	Defensive Protocol: Mending	gear	16.7	修復量
2025-12-23	mod	header-he	シアター	40	Sturdy Piston	マイン	5.0	スキルヘイスト
2025-12-23	mod	header-he	シアター	40	Weaved Aramid Fiber	シールド	4.0	ダメージボーナス(敵1体ごと)
2025-12-23	mod	header-he	シアター	40	Tungsten Compound	ファイアフライ	5.7	視覚奪取効果持続時間
2025-12-23	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	6.0	HP
2025-12-23	mod	header-utility	キャンパス	40	Utility System: Electronics	gear	10.0	スキルヘイスト
2025-12-23	mod	header-he	キャンパス	40	Polypropylene Recipe	ケミランチャー	5.8	スキルヘイスト
2025-12-23	mod	header-he	キャンパス	40	Extra Payload	ハイヴ	8.5	スティム効率
