DATE	type	rarity	vendor	level	name	dmg	rpm	mag	talent	attribute1	attribute2	attribute3
2026-01-20	weapon	header-he	Clan	40	Diceros	169,243	180	6	Future Perfect	<span class="icon-weapons"></span>12.4% Pistol Damage	<span class="icon-weapons"></span>10% Magazine Size	-
2026-01-20	weapon	header-he	Clan	40	ACS-12	169,243	300	20	Reformation	<span class="icon-weapons"></span>11.6% Shotgun Damage	<span class="icon-weapons"></span>10% Damage to Armor	<span class="icon-weapons"></span>7.5% Critical Hit Chance
2026-01-20	weapon	header-named	Countdown	40	The Mop - SIX12	451,314	170	6	Reformation	<span class="icon-weapons"></span>12.2% Shotgun Damage	<span class="icon-weapons"></span>10% Damage to Armor	<span class="icon-weapons"></span>10% Armor on Kill
2026-01-20	weapon	header-named	Countdown	40	Commando - Paratrooper SVD	159,841	260	10	Perfectly Naked	<span class="icon-weapons"></span>11.9% MMR Damage	<span class="icon-weapons"></span>96% Headshot Damage	<span class="icon-weapons"></span>9.5% Reload Speed
2026-01-20	weapon	header-named	The Theater	40	Achilles - USC .45 ACP	98,255	420	20	Perfect Soft Spot	<span class="icon-weapons"></span>10.2% Rifle Damage	<span class="icon-weapons"></span>13% Critical Hit Damage	<span class="icon-weapons"></span>8.2% Reload Speed
2026-01-20	weapon	header-he	The Theater	40	ACS-12	169,243	300	20	Reformation	<span class="icon-weapons"></span>11% Shotgun Damage	<span class="icon-weapons"></span>8% Damage to Armor	<span class="icon-weapons"></span>6.5% Health Damage
2026-01-20	weapon	header-he	The Theater	40	Lightweight M4	103,987	360	30	Rifleman	<span class="icon-weapons"></span>9.9% Rifle Damage	<span class="icon-weapons"></span>11% Critical Hit Damage	<span class="icon-weapons"></span>8% Critical Hit Damage
2026-01-20	weapon	header-he	The Campus	40	Paratrooper SVD	159,841	260	10	Immobilize	<span class="icon-weapons"></span>11.8% MMR Damage	<span class="icon-weapons"></span>111% Headshot Damage	<span class="icon-weapons"></span>5.3% Stability
2026-01-20	weapon	header-he	The Campus	40	Black Market M60 E6	61,116	500	100	Preservation	<span class="icon-weapons"></span>11.8% LMG Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	<span class="icon-weapons"></span>3.4% Rate of Fire
2026-01-20	weapon	header-named	The Castle	40	Relic - G28	146,677	275	20	Perfectly Determined	<span class="icon-weapons"></span>8.1% MMR Damage	<span class="icon-weapons"></span>99% Headshot Damage	<span class="icon-weapons"></span>8% Critical Hit Chance
2026-01-20	weapon	header-he	The Castle	40	SRS A1	338,957	60	7	Killer	<span class="icon-weapons"></span>15% MMR Damage	<span class="icon-weapons"></span>85% Headshot Damage	<span class="icon-weapons"></span>7% Critical Hit Damage
2026-01-20	weapon	header-he	The Castle	40	Military L86 LSW	59,705	610	30	Immobilize	<span class="icon-weapons"></span>9.5% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>10% Magazine Size
2026-01-20	weapon	header-named	DZ West	40	Rock n' Roll - ACS-12	169,243	300	20	Perfectly Extra	<span class="icon-weapons"></span>11.1% Shotgun Damage	<span class="icon-weapons"></span>9% Damage to Armor	<span class="icon-weapons"></span>7% Health Damage
2026-01-20	weapon	header-he	DZ West	40	Double Barrel Sawed Off	620,556	200	2	Eyeless	<span class="icon-weapons"></span>9.9% Shotgun Damage	<span class="icon-weapons"></span>9% Damage to Armor	<span class="icon-weapons"></span>8% Critical Hit Damage
2026-01-20	weapon	header-he	DZ West	40	1886	342,247	100	5	Spike	<span class="icon-weapons"></span>10.8% Rifle Damage	<span class="icon-weapons"></span>9% Critical Hit Damage	<span class="icon-weapons"></span>9% Damage Out of Cover
2026-01-20	weapon	header-named	DZ South	40	Mozambique Special	98,725	310	18	Perfect Breadbasket	<span class="icon-weapons"></span>11.9% Pistol Damage	<span class="icon-weapons"></span>11.9% Swap Speed	-
2026-01-20	weapon	header-he	DZ South	40	MP5-N	51,713	800	32	Spike	<span class="icon-weapons"></span>10.5% SMG Damage	<span class="icon-weapons"></span>17% Critical Hit Chance	<span class="icon-weapons"></span>6% Critical Hit Damage
2026-01-20	weapon	header-he	DZ South	40	Custom P416 G3	47,952	750	30	Preservation	<span class="icon-weapons"></span>11.5% AR Damage	<span class="icon-weapons"></span>16% Health Damage	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-20	weapon	header-he	DZ South	40	Diceros	169,243	180	6	Streamline	<span class="icon-weapons"></span>11.6% Pistol Damage	<span class="icon-weapons"></span>7% Damage Out of Cover	-
2026-01-20	weapon	header-named	DZ East	40	Black Friday - M249 B	56,414	550	100	Perfectly Unhinged	<span class="icon-weapons"></span>8.6% LMG Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	<span class="icon-weapons"></span>20.5% Optimal Range
2026-01-20	weapon	header-he	DZ East	40	M700 Tactical	376,096	54	7	Steady Handed	<span class="icon-weapons"></span>10.5% MMR Damage	<span class="icon-weapons"></span>90% Headshot Damage	<span class="icon-weapons"></span>8.8% Accuracy
2026-01-20	weapon	header-named	DZ East	40	Big Show - MG5	43,251	800	50	Perfect Thunder Strike	<span class="icon-weapons"></span>12.3% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-20	weapon	header-he	Haven	40	PDR		700	30	Strained	<span class="icon-weapons"></span>11.6% AR Damage	<span class="icon-weapons"></span>16% Health Damage	<span class="icon-weapons"></span>7% Critical Hit Damage
2026-01-20	weapon	header-he	Haven	40	M249 B	56,414	550	100	Eyeless	<span class="icon-weapons"></span>11.1% LMG Damage	<span class="icon-weapons"></span>8% Damage Out of Cover	<span class="icon-weapons"></span>8% Magazine Size
2026-01-20	weapon	header-he	Haven	40	Custom M870 MCS	695,775	75	5	Ignited	<span class="icon-weapons"></span>9.1% Shotgun Damage	<span class="icon-weapons"></span>9% Damage to Armor	<span class="icon-weapons"></span>8% Damage Out of Cover
2026-01-20	weapon	header-he	Haven	40	Diceros	169,243	180	6	Immobilize	<span class="icon-weapons"></span>12.9% Pistol Damage	<span class="icon-weapons"></span>6% Damage Out of Cover	-
2026-01-20	weapon	header-he	Benitez	40	Tactical UMP-45	65,817	600	30	Pressure Point	<span class="icon-weapons"></span>10.5% SMG Damage	<span class="icon-weapons"></span>14% Critical Hit Chance	<span class="icon-weapons"></span>7% Damage Out of Cover
2026-01-20	weapon	header-named	Benitez	40	Big Show - MG5	43,251	800	50	Thunder Strike	<span class="icon-weapons"></span>9.8% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>6.5% Critical Hit Chance
2026-01-20	weapon	header-he	Benitez	40	Double Barrel Shotgun	620,556	200	2	Soft Spot	<span class="icon-weapons"></span>11.9% Shotgun Damage	<span class="icon-weapons"></span>8% Damage to Armor	<span class="icon-weapons"></span>6.5% Critical Hit Chance
2026-01-20	weapon	header-he	Benitez	40	X-45	76,630	400	10	Finisher	<span class="icon-weapons"></span>10.9% Pistol Damage	<span class="icon-weapons"></span>9% Headshot Damage	-
2026-01-20	weapon	header-he	The Bridge	40	CMMG Banshee	50,303	900	32	Killer	<span class="icon-weapons"></span>9.1% SMG Damage	<span class="icon-weapons"></span>15.5% Critical Hit Chance	<span class="icon-weapons"></span>9% Headshot Damage
2026-01-20	weapon	header-he	The Bridge	40	Classic RPK-74	55,474	650	45	Reformation	<span class="icon-weapons"></span>10.8% LMG Damage	<span class="icon-weapons"></span>9% Damage Out of Cover	<span class="icon-weapons"></span>7% Critical Hit Chance
2026-01-20	weapon	header-he	The Bridge	40	M16A2	84,622	400	30	Ignited	<span class="icon-weapons"></span>8.2% Rifle Damage	<span class="icon-weapons"></span>13% Critical Hit Damage	<span class="icon-weapons"></span>9.2% Stability
2026-01-20	weapon	header-he	The Bridge	40	M1911	101,076	310	7	Optimist	<span class="icon-weapons"></span>10.6% Pistol Damage	<span class="icon-weapons"></span>8.5% Stability	-
2026-01-20	weapon	header-named	Cassie	40	The Mop - SIX12	451,314	170	6	Reformation	<span class="icon-weapons"></span>12.2% Shotgun Damage	<span class="icon-weapons"></span>10% Damage to Armor	<span class="icon-weapons"></span>10% Armor on Kill
2026-01-20	weapon	header-named	Cassie	40	Shield Splinterer - F2000	45,132	850	30	Perfect Optimist	<span class="icon-weapons"></span>11.9% AR Damage	<span class="icon-weapons"></span>16.5% Health Damage	<span class="icon-weapons"></span>9.5% Reload Speed
2026-01-20	weapon	header-named	Cassie	40	Huntsman - FAMAS 2010	44,191	900	30	Perfect Frenzy	<span class="icon-weapons"></span>12.3% AR Damage	<span class="icon-weapons"></span>17% Health Damage	<span class="icon-weapons"></span>8% Critical Hit Damage
2026-01-20	weapon	header-he	Cassie	40	MG5	43,251	800	50	Sadist	<span class="icon-weapons"></span>9.1% LMG Damage	<span class="icon-weapons"></span>10% Damage Out of Cover	<span class="icon-weapons"></span>10% Headshot Damage
2026-01-20	weapon	header-he	Cassie	40	LVOA-C	100,136	360	30	Behind You	<span class="icon-weapons"></span>11.9% Rifle Damage	<span class="icon-weapons"></span>14% Critical Hit Damage	<span class="icon-weapons"></span>4.1% Rate of Fire
2026-01-27	weapon	header-named	White House	40	Grown Great - M1928	70518	600	30	Perfect Stabilize	<span class="icon-weapons"></span>10.6 SMG Damage	<span class="icon-weapons"></span>14 Critical Hit Chance	<span class="icon-weapons"></span>5 Damage to Armor
2026-01-27	weapon	header-he	White House	40	Converted SMG-9 A2	49833	825	32	Strained	<span class="icon-weapons"></span>10.6 SMG Damage	<span class="icon-weapons"></span>14.5 Critical Hit Chance	<span class="icon-weapons"></span>5 Damage to Armor
2026-01-27	weapon	header-he	White House	40	Military P416	47952	750	30	Thunder Strike	<span class="icon-weapons"></span>12 AR Damage	<span class="icon-weapons"></span>15 Health Damage	<span class="icon-weapons"></span>9 Headshot Damage
2026-01-27	weapon	header-he	White House	40	Tactical M1911	98725	310	7	Reformation	<span class="icon-weapons"></span>10.6 Pistol Damage	<span class="icon-weapons"></span>7 Damage Out of Cover	
2026-01-27	weapon	header-named	Countdown	40	Lightning Rod - Custom PF45	82741	370	15	Perfect Salvage	<span class="icon-weapons"></span>8.9 Pistol Damage	<span class="icon-weapons"></span>10 Headshot Damage	
2026-01-27	weapon	header-named	Countdown	40	Pinprick - Covert SRS	338957	60	7	Perfect First Blood	<span class="icon-weapons"></span>14.5 MMR Damage	<span class="icon-weapons"></span>95 Headshot Damage	<span class="icon-weapons"></span>7 Critical Hit Damage
2026-01-27	weapon	header-named	Clan	40	New Reliable - Black Market RPK-74 E	55474	650	45	Perfectly Optimized	<span class="icon-weapons"></span>12.1 LMG Damage	<span class="icon-weapons"></span>9 Damage Out of Cover	<span class="icon-weapons"></span>8 Critical Hit Damage
2026-01-27	weapon	header-he	Clan	40	M1A CQB	156080	320	10	Future Perfect	<span class="icon-weapons"></span>11.7 Rifle Damage	<span class="icon-weapons"></span>14 Critical Hit Damage	<span class="icon-weapons"></span>12.9 Swap Speed
2026-01-27	weapon	header-he	Clan	40	MG5	43251	800	50	Immobilize	<span class="icon-weapons"></span>14.9 LMG Damage	<span class="icon-weapons"></span>8 Damage Out of Cover	<span class="icon-weapons"></span>7.6 Reload Speed
2026-01-27	weapon	header-he	Clan	40	AUG A3 Para XS	57825	725	25	Immobilize	<span class="icon-weapons"></span>10.6 SMG Damage	<span class="icon-weapons"></span>14.5 Critical Hit Chance	<span class="icon-weapons"></span>6 Damage to Armor
2026-01-27	weapon	header-named	The Theater	40	Surge - LVOA-C	100136	380	30	Perfect Spike	<span class="icon-weapons"></span>10.7 Rifle Damage	<span class="icon-weapons"></span>12 Critical Hit Damage	<span class="icon-weapons"></span>8.6 Accuracy
2026-01-27	weapon	header-he	The Theater	40	ACS-12	169243	300	20	Flatline	<span class="icon-weapons"></span>10.8 Shotgun Damage	<span class="icon-weapons"></span>9 Damage to Armor	<span class="icon-weapons"></span>18.5 Optimal Range
2026-01-27	weapon	header-he	The Theater	40	SIG 716	97785	320	20	Optimist	<span class="icon-weapons"></span>8.4 Rifle Damage	<span class="icon-weapons"></span>10 Critical Hit Damage	<span class="icon-weapons"></span>9.5 Critical Hit Chance
2026-01-27	weapon	header-named	The Campus	40	Quiet Roar - Stoner LAMG	47952	580	200	Perfect Overwhelm	<span class="icon-weapons"></span>10.5 LMG Damage	<span class="icon-weapons"></span>8 Damage Out of Cover	<span class="icon-weapons"></span>8.5 Magazine Size
2026-01-27	weapon	header-he	The Campus	40	Tactical .308	376096	70	8	Vindictive	<span class="icon-weapons"></span>11 MMR Damage	<span class="icon-weapons"></span>89 Headshot Damage	<span class="icon-weapons"></span>8 Damage to Armor
2026-01-27	weapon	header-named	The Campus	40	Big Show - MG5	43251	800	50	Perfect Thunder Strike	<span class="icon-weapons"></span>10.2 LMG Damage	<span class="icon-weapons"></span>8 Damage Out of Cover	<span class="icon-weapons"></span>7.5 Critical Hit Chance
2026-01-27	weapon	header-named	The Castle	40	Designated Hitter - SR-1	357291	60	5	Perfect Reformation	<span class="icon-weapons"></span>11.1 MMR Damage	<span class="icon-weapons"></span>93 Headshot Damage	<span class="icon-weapons"></span>7 Health Damage
2026-01-27	weapon	header-he	The Castle	40	SR-1	357291	60	5	Reformation	<span class="icon-weapons"></span>8.2 MMR Damage	<span class="icon-weapons"></span>102 Headshot Damage	<span class="icon-weapons"></span>5 Damage to Armor
2026-01-27	weapon	header-he	The Castle	40	GR9	37610	750	200	Optimist	<span class="icon-weapons"></span>10.5 LMG Damage	<span class="icon-weapons"></span>9 Damage Out of Cover	<span class="icon-weapons"></span>7 Health Damage
2026-01-27	weapon	header-named	DZ East	40	Good Times - Black Market M60 E6	61116	500	100	Perfect Fast Hands	<span class="icon-weapons"></span>13.1 LMG Damage	<span class="icon-weapons"></span>8 Damage Out of Cover	<span class="icon-weapons"></span>6.5 Critical Hit Chance
2026-01-27	weapon	header-he	DZ East	40	Paratrooper SVD	159841	260	10	Precision Strike	<span class="icon-weapons"></span>11 MMR Damage	<span class="icon-weapons"></span>92 Headshot Damage	<span class="icon-weapons"></span>5 Damage to Armor
2026-01-27	weapon	header-he	DZ East	40	Black Market M60 E6	61116	500	100	In Sync	<span class="icon-weapons"></span>13.7 LMG Damage	<span class="icon-weapons"></span>9 Damage Out of Cover	<span class="icon-weapons"></span>7.5 Magazine Size
2026-01-27	weapon	header-named	DZ South	40	Safety Distance - MPX	53124	850	30	Perfect Outsider	<span class="icon-weapons"></span>10.4 SMG Damage	<span class="icon-weapons"></span>14 Critical Hit Chance	<span class="icon-weapons"></span>9 Headshot Damage
2026-01-27	weapon	header-he	DZ South	40	PP-19	59705	700	53	Sledgehammer	<span class="icon-weapons"></span>12.1 SMG Damage	<span class="icon-weapons"></span>13 Critical Hit Chance	<span class="icon-weapons"></span>3.3 Rate of Fire
2026-01-27	weapon	header-he	DZ South	40	ACR	53124	650	30	Spike	<span class="icon-weapons"></span>10.3 AR Damage	<span class="icon-weapons"></span>14 Health Damage	<span class="icon-weapons"></span>5 Damage to Armor
2026-01-27	weapon	header-he	DZ South	40	X-45	76630	400	10	Thunder Strike	<span class="icon-weapons"></span>10.4 Pistol Damage	<span class="icon-weapons"></span>7 Damage to Armor	
2026-01-27	weapon	header-named	DZ West	40	The Virginian - 1886	342247	100	5	Perfect Boomerang	<span class="icon-weapons"></span>11.2 Rifle Damage	<span class="icon-weapons"></span>7 Critical Hit Damage	<span class="icon-weapons"></span>6 Damage to Armor
2026-01-27	weapon	header-he	DZ West	40	SIX12	451314	170	6	Future Perfect	<span class="icon-weapons"></span>12.5 Shotgun Damage	<span class="icon-weapons"></span>9 Damage to Armor	<span class="icon-weapons"></span>8.5 Stability
2026-01-27	weapon	header-he	DZ West	40	Resolute MK47	104837	300	30	Determined	<span class="icon-weapons"></span>9.7 Rifle Damage	<span class="icon-weapons"></span>14 Critical Hit Damage	<span class="icon-weapons"></span>8 Damage Out of Cover
2026-01-27	weapon	header-named	Benitez	40	Born Great - G36	0	0	0	Perfect Stabilize	<span class="icon-weapons"></span>8.1 AR Damage	<span class="icon-weapons"></span>20.5 Health Damage	<span class="icon-weapons"></span>6 Critical Hit Damage
2026-01-27	weapon	header-he	Benitez	40	G28	146677	275	20	Determined	<span class="icon-weapons"></span>15 MMR Damage	<span class="icon-weapons"></span>93 Headshot Damage	<span class="icon-weapons"></span>4.5 Health Damage
2026-01-27	weapon	header-he	Benitez	40	Double Barrel Sawed Off	620556	200	2	Strained	<span class="icon-weapons"></span>10.6 Shotgun Damage	<span class="icon-weapons"></span>8 Damage to Armor	<span class="icon-weapons"></span>9 Headshot Damage
2026-01-27	weapon	header-he	Benitez	40	First Wave PF45	82741	370	12	Pressure Point	<span class="icon-weapons"></span>6.7 Pistol Damage	<span class="icon-weapons"></span>9.5 Health Damage	
2026-01-27	weapon	header-he	Haven	40	MP5-N	51713	800	32	Stabilize	<span class="icon-weapons"></span>10.8 SMG Damage	<span class="icon-weapons"></span>15 Critical Hit Chance	<span class="icon-weapons"></span>9 Magazine Size
2026-01-27	weapon	header-he	Haven	40	Black Market SASG-12 S	364812	180	7	Preservation	<span class="icon-weapons"></span>10.3 Shotgun Damage	<span class="icon-weapons"></span>8 Damage to Armor	<span class="icon-weapons"></span>8.2 Stability
2026-01-27	weapon	header-he	Haven	40	Tactical M1911	98725	310	7	Finisher	<span class="icon-weapons"></span>7.5 Pistol Damage	<span class="icon-weapons"></span>10 Headshot Damage	
2026-01-27	weapon	header-he	The Bridge	40	Police T821	66757	550	32	Unwavering	<span class="icon-weapons"></span>10.8 SMG Damage	<span class="icon-weapons"></span>17.5 Critical Hit Chance	<span class="icon-weapons"></span>7.1 Reload Speed
2026-01-27	weapon	header-he	The Bridge	40	Military M60 E4	61116	500	100	Breadbasket	<span class="icon-weapons"></span>7.4 LMG Damage	<span class="icon-weapons"></span>8 Damage Out of Cover	<span class="icon-weapons"></span>12 Accuracy
2026-01-27	weapon	header-he	The Bridge	40	Urban MDR	97785	360	20	Immobilize	<span class="icon-weapons"></span>13.8 Rifle Damage	<span class="icon-weapons"></span>12 Critical Hit Damage	<span class="icon-weapons"></span>11.2 Swap Speed
2026-01-27	weapon	header-he	The Bridge	40	M1911	101076	310	7	Spike	<span class="icon-weapons"></span>10.4 Pistol Damage	<span class="icon-weapons"></span>12 Swap Speed	
2026-01-27	weapon	header-named	Cassie	40	Lightning Rod - Custom PF45	82741	370	15	Perfect Salvage	<span class="icon-weapons"></span>8.9 Pistol Damage	<span class="icon-weapons"></span>10 Headshot Damage	
2026-01-27	weapon	header-named	Cassie	40	Shield Splinterer - F2000	45132	850	30	Perfect Optimist	<span class="icon-weapons"></span>14.5 AR Damage	<span class="icon-weapons"></span>16 Health Damage	<span class="icon-weapons"></span>7 Critical Hit Damage
2026-01-27	weapon	header-named	Cassie	40	Huntsman	0	0	0	Perfect Frenzy	<span class="icon-weapons"></span>11.7 AR Damage	<span class="icon-weapons"></span>15.5 Health Damage	<span class="icon-weapons"></span>5 Damage to Armor
2026-01-27	weapon	header-he	Cassie	40	ACR	53124	650	30	Future Perfect	<span class="icon-weapons"></span>12.2 AR Damage	<span class="icon-weapons"></span>15 Health Damage	<span class="icon-weapons"></span>8.8 Reload Speed
2026-01-27	weapon	header-he	Cassie	40	Surplus SVD	159841	260	10	Preservation	<span class="icon-weapons"></span>13.5 MMR Damage	<span class="icon-weapons"></span>98 Headshot Damage	<span class="icon-weapons"></span>7 Critical Hit Chance

