DATE	type	rarity	vendor	level	name	dmg	rpm	mag	talent	attribute1_icon	attribute1_value	attribute1_type	attribute2_icon	attribute2_value	attribute2_type	attribute3_icon	attribute3_value	attribute3_type
2024-07-16	weapon	header-he	DZウエスト	40	ミリタリー Mk17	116,120	275	20	フューチャーパーフェクト	icon-weapons	6.5	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	9.0	クリティカル率
2024-07-16	weapon	header-he	DZサウス	40	AUG A3 Para XS	57,825	725	25	ブレッドバスケット	icon-weapons	11.3	SMGダメージ	icon-weapons	15.5	クリティカル率	icon-weapons	8.4	命中率
2024-07-16	weapon	header-he	DZサウス	40	ポリス M4	44,191	850	30	プリザベーション	icon-weapons	10.2	アサルトライフルダメージ	icon-weapons	11.0	HPダメージ	icon-weapons	8.0	クリティカル率
2024-07-16	weapon	header-he	DZサウス	40	ポリス 686 マグナム	190,339	160	6	持続力	icon-weapons	8.0	ピストルダメージ	icon-weapons	4.2	連射速度			
2024-07-16	weapon	header-named	DZイースト	40	ホワイトデス	423,108	55	5	プリザベーション	icon-weapons	7.7	マークスマンライフルダメージ	icon-weapons	137.0	ヘッドショットダメージ上昇	icon-weapons	6.0	アーマーへのダメージ
2024-07-16	weapon	header-he	DZイースト	40	SOCOM Mk20 SSR	143,857	275	20	ファーストブラッド	icon-weapons	9.3	マークスマンライフルダメージ	icon-weapons	108.0	ヘッドショットダメージ上昇	icon-weapons	4.0	アーマーへのダメージ
2024-07-16	weapon	header-he	DZイースト	40	カスタム L86 A2	59,705	610	30	メジャード	icon-weapons	7.1	LMGダメージ	icon-weapons	10.0	カバー外のターゲットへのダメージ	icon-weapons	9.0	クリティカルダメージ
2024-07-16	weapon	header-he	ヘイヴン	40	カービン 7	47,012	790	30	持続力	icon-weapons	10.2	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	8.1	リロード速度
2024-07-16	weapon	header-he	ヘイヴン	40	ブラックマーケット RPK-74 E	55,474	650	45	フューチャーパーフェクト	icon-weapons	10.6	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	8.5	安定性
2024-07-16	weapon	header-he	ヘイヴン	40	M1A CQB	156,080	320	10	プリザベーション	icon-weapons	10.6	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2024-07-16	weapon	header-he	ヘイヴン	40	M1911	101,076	310	7	持続力	icon-weapons	10.6	ピストルダメージ	icon-weapons	8.0	クリティカルダメージ			
2024-07-16	weapon	header-he	ベニテス	40	PP-19	59,705	700	53	ブレッドバスケット	icon-weapons	11.5	SMGダメージ	icon-weapons	16.0	クリティカル率	icon-weapons	5.0	アーマーへのダメージ
2024-07-16	weapon	header-he	ベニテス	40	タクティカル M249 Para	56,414	550	100	リフォーメーション	icon-weapons	8.9	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	7.5	HPダメージ
2024-07-16	weapon	header-named	ベニテス	40	ソーン	646,883	70	8	パーフェクト・ブレイゼン	icon-weapons	10.0	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	4.0	連射速度
2024-07-16	weapon	header-he	ベニテス	40	D50	220,956	150	8	フラットライン	icon-weapons	9.5	ピストルダメージ	icon-weapons	5.0	アーマーへのダメージ			
2024-07-16	weapon	header-named	キャシー	40	ザ・ダークネス	143,857	282	20	パーフェクト・アイレス	icon-weapons	9.3	マークスマンライフルダメージ	icon-weapons	102.0	ヘッドショットダメージ上昇	icon-weapons	10.63	安定性
2024-07-16	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	11.4	アサルトライフルダメージ	icon-weapons	17.0	HPダメージ	icon-weapons	12.6	切り替え速度
2024-07-16	weapon	header-he	キャシー	40	PP-19	59,705	700	53	メジャード	icon-weapons	11.7	SMGダメージ	icon-weapons	16.0	クリティカル率	icon-weapons	9.0	カバー外のターゲットへのダメージ
2024-07-16	weapon	header-he	キャシー	40	M45A1	98,725	310	7	ビンディクティブ	icon-weapons	11.5	ピストルダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ			
2024-07-23	weapon	header-he	ホワイトハウス	40	ポリス UMP-45	65,817	600	30	サディスト	icon-weapons	11.0	SMGダメージ	icon-weapons	14.5	クリティカル率	icon-weapons	9.0	ヘッドショットダメージ上昇
2024-07-23	weapon	header-he	ホワイトハウス	40	ブラックマーケット AK-M	60,645	600	30	フラットライン	icon-weapons	10.0	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	7.0	クリティカル率
2024-07-23	weapon	header-he	ホワイトハウス	40	タクティカル M1911	98,725	310	7	クイックハンド	icon-weapons	10.4	ピストルダメージ	icon-weapons	8.3	リロード速度			
2024-07-23	weapon	header-named	クランショップ	40	セーフティディスタンス	53,124	850	30	パーフェクト・アウトサイダー	icon-weapons	11.3	SMGダメージ	icon-weapons	15.5	クリティカル率	icon-weapons	3.9	連射速度
2024-07-23	weapon	header-named	クランショップ	40	レリック	146,677	275	20	パーフェクト・ディターミネーション	icon-weapons	12.1	マークスマンライフルダメージ	icon-weapons	97.0	ヘッドショットダメージ上昇	icon-weapons	5.0	アーマーへのダメージ
2024-07-23	weapon	header-he	クランショップ	40	MG5	43,251	800	50	キラー	icon-weapons	12.6	LMGダメージ	icon-weapons	10.0	カバー外のターゲットへのダメージ	icon-weapons	17.0	最適射程
2024-07-23	weapon	header-he	クランショップ	40	ブラックマーケット RPK-74 E	55,474	650	45	フューチャーパーフェクト	icon-weapons	11.5	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	9.0	クリティカルダメージ
2024-07-23	weapon	header-he	クランショップ	40	コンバーテッド SMG-9 A2	49,833	825	32	スタビライズ	icon-weapons	7.2	SMGダメージ	icon-weapons	21.0	クリティカル率	icon-weapons	13.6	切り替え速度
2024-07-23	weapon	header-he	クランショップ	40	M1A CQB	156,080	320	10	プリザベーション	icon-weapons	13.8	ライフルダメージ	icon-weapons	17.0	クリティカルダメージ	icon-weapons	2.8	連射速度
2024-07-23	weapon	header-named	カウントダウン	40	キングブレイカー		650	30	パーフェクト・フラットライン	icon-weapons	12.1	アサルトライフルダメージ	icon-weapons	17.0	HPダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2024-07-23	weapon	header-named	カウントダウン	40	エバーラスティング・ゲイズ	116,120	275	20	パーフェクト・パーペチュエーション	icon-weapons	11.5	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	12.7	切り替え速度
2024-07-23	weapon	header-named	シアター	40	アーティストツール	99,665	320	20	パーフェクト・ライフルマン	icon-weapons	10.4	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2024-07-23	weapon	header-he	シアター	40	SIX12	451,314	170	6	サディスト	icon-weapons	10.2	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	6.5	HPダメージ
2024-07-23	weapon	header-he	シアター	40	アーバン MDR	97,785	360	20	ライフルマン	icon-weapons	10.4	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2024-07-23	weapon	header-named	キャンパス	40	デシグネーテッドヒッター	357,291	60	5	パーフェクト・リフォーメーション	icon-weapons	13.7	マークスマンライフルダメージ	icon-weapons	94.0	ヘッドショットダメージ上昇	icon-weapons	4.0	アーマーへのダメージ
2024-07-23	weapon	header-he	キャンパス	40	SOCOM Mk20 SSR	143,857	275	20	レンジャー	icon-weapons	10.5	マークスマンライフルダメージ	icon-weapons	90.0	ヘッドショットダメージ上昇	icon-weapons	9.7	安定性
2024-07-23	weapon	header-he	キャンパス	40	カスタム L86 A2	59,705	610	30	ビンディクティブ	icon-weapons	5.8	LMGダメージ	icon-weapons	11.0	カバー外のターゲットへのダメージ	icon-weapons	8.1	リロード速度
2024-07-23	weapon	header-named	キャッスル	40	ザ・ダークネス	143,857	282	20	パーフェクト・アイレス	icon-weapons	14.2	マークスマンライフルダメージ	icon-weapons	84.0	ヘッドショットダメージ上昇	icon-weapons	7.5	装弾数
2024-07-23	weapon	header-he	キャッスル	40	パラトルーパー SVD	159,841	260	10	キラー	icon-weapons	9.3	マークスマンライフルダメージ	icon-weapons	99.0	ヘッドショットダメージ上昇	icon-weapons	7.5	リロード速度
2024-07-23	weapon	header-he	キャッスル	40	タクティカル M249 Para	56,414	550	100	ステディハンド	icon-weapons	9.9	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	6.5	HPダメージ
2024-07-23	weapon	header-named	DZウエスト	40	ベイカーズダズン	205,442	180	10	パーフェクト・ラッキーショット	icon-weapons	12.9	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	6.5	クリティカル率
2024-07-23	weapon	header-he	DZウエスト	40	M870 エキスプレス	695,775	75	5	接近戦	icon-weapons	8.6	ショットガンダメージ	icon-weapons	7.0	アーマーへのダメージ	icon-weapons	10.7	リロード速度
2024-07-23	weapon	header-he	DZウエスト	40	ACR SS	92,614	420	30	ディターミネーション	icon-weapons	10.0	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	5.0	アーマーへのダメージ
2024-07-23	weapon	header-he	DZサウス	40	ポリス T821	66,757	550	32	ストレインド	icon-weapons	10.8	SMGダメージ	icon-weapons	15.0	クリティカル率	icon-weapons	7.1	安定性
2024-07-23	weapon	header-he	DZサウス	40	ミリタリー P416	47,952	750	30	フラットライン	icon-weapons	10.8	アサルトライフルダメージ	icon-weapons	17.0	HPダメージ	icon-weapons	7.5	装弾数
2024-07-23	weapon	header-named	DZサウス	40	プロフェット	190,339	160	6	パーフェクト・ディターミネーション	icon-weapons	8.4	ピストルダメージ	icon-weapons	9.5	安定性			
2024-07-23	weapon	header-he	DZイースト	40	SR-1	357,291	60	5	キラー	icon-weapons	12.5	マークスマンライフルダメージ	icon-weapons	94.0	ヘッドショットダメージ上昇	icon-weapons	7.0	クリティカルダメージ
2024-07-23	weapon	header-he	DZイースト	40	ブラックマーケット RPK-74 E	55,474	650	45	フラットライン	icon-weapons	11.2	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	6.0	HPダメージ
2024-07-23	weapon	header-he	ヘイヴン	40	Mk16	55,504	625	30	ニアサイテッド	icon-weapons	9.9	アサルトライフルダメージ	icon-weapons	13.5	HPダメージ	icon-weapons	10.0	装弾数
2024-07-23	weapon	header-he	ヘイヴン	40	クラシック M44 カービン	423,108	55	5	リフォーメーション	icon-weapons	11.7	マークスマンライフルダメージ	icon-weapons	95.0	ヘッドショットダメージ上昇	icon-weapons	11.2	切り替え速度
2024-07-23	weapon	header-he	ヘイヴン	40	SIG 716 CQB	99,665	320	20	インシンク	icon-weapons	9.7	ライフルダメージ	icon-weapons	11.0	クリティカルダメージ	icon-weapons	9.4	リロード速度
2024-07-23	weapon	header-he	ヘイヴン	40	ポリス 686 マグナム	190,339	160	6	プリザベーション	icon-weapons	10.9	ピストルダメージ	icon-weapons	12.0	切り替え速度			
2024-07-23	weapon	header-he	ベニテス	40	FAL	56,885	650	20	プリザベーション	icon-weapons	10.4	アサルトライフルダメージ	icon-weapons	13.5	HPダメージ	icon-weapons	18.0	最適射程
2024-07-23	weapon	header-he	ベニテス	40	ブラックマーケット M60 E6	61,116	500	100	オプティミスト	icon-weapons	9.9	LMGダメージ	icon-weapons	10.0	カバー外のターゲットへのダメージ	icon-weapons	7.0	クリティカルダメージ
2024-07-23	weapon	header-he	ベニテス	40	ミリタリー Mk17	116,120	275	20	オプティミスト	icon-weapons	11.9	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	5.0	アーマーへのダメージ
2024-07-23	weapon	header-he	ベニテス	40	93R	32,908	1100	20	サディスト	icon-weapons	9.7	ピストルダメージ	icon-weapons	12.8	切り替え速度			
2024-07-23	weapon	header-named	キャシー	40	キングブレイカー		650	30	パーフェクト・フラットライン	icon-weapons	12.1	アサルトライフルダメージ	icon-weapons	17.0	HPダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2024-07-23	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	11.5	アサルトライフルダメージ	icon-weapons	16.0	HPダメージ	icon-weapons	12.7	切り替え速度
2024-07-23	weapon	header-he	キャシー	40	コンバーテッド SMG-9 A2	49,833	825	32	スタビライズ	icon-weapons	7.2	SMGダメージ	icon-weapons	21.0	クリティカル率	icon-weapons	13.6	切り替え速度
2024-07-23	weapon	header-he	キャシー	40	タクティカル .308	376,096	70	8	プリザベーション	icon-weapons	13.8	マークスマンライフルダメージ	icon-weapons	111.0	ヘッドショットダメージ上昇	icon-weapons	2.8	連射速度
2024-07-30	weapon	header-named	ホワイトハウス	40	グローリーデーズ	47,952	750	30	パーフェクト・ニアサイテッド	icon-weapons	11.3	アサルトライフルダメージ	icon-weapons	15.5	HPダメージ	icon-weapons	5.0	アーマーへのダメージ
2024-07-30	weapon	header-he	ホワイトハウス	40	タクティカル ヴェクター SBR 9mm	42,311	1200	19	アウトサイダー	icon-weapons	9.7	SMGダメージ	icon-weapons	14.5	クリティカル率	icon-weapons	5.0	アーマーへのダメージ
2024-07-30	weapon	header-he	ホワイトハウス	40	ミリタリー G36	48,892	750	30	キラー	icon-weapons	11.0	アサルトライフルダメージ	icon-weapons	14.5	HPダメージ	icon-weapons	3.8	連射速度
2024-07-30	weapon	header-he	ホワイトハウス	40	ケルド-45	109,068	310	7	ディターミネーション	icon-weapons	10.5	ピストルダメージ	icon-weapons	8.9	命中率			
2024-07-30	weapon	header-named	クランショップ	40	ビッグショー	43,251	800	50	サンダーストライク	icon-weapons	15.0	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	8.6	リロード速度
2024-07-30	weapon	header-he	クランショップ	40	パラトルーパー SVD	159,841	260	10	ステディハンド	icon-weapons	10.6	マークスマンライフルダメージ	icon-weapons	95.0	ヘッドショットダメージ上昇	icon-weapons	4.4	連射速度
2024-07-30	weapon	header-he	クランショップ	40	カービン 7	47,012	790	30	キラー	icon-weapons	13.0	アサルトライフルダメージ	icon-weapons	15.5	HPダメージ	icon-weapons	13.7	切り替え速度
2024-07-30	weapon	header-he	クランショップ	40	ブラックマーケット RPK-74 E	55,474	650	45	ブレッドバスケット	icon-weapons	12.0	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	5.0	アーマーへのダメージ
2024-07-30	weapon	header-named	カウントダウン	40	ウィスパー	84,622	400	30	パーフェクト・ビハインド・ユー	icon-weapons	11.9	ライフルダメージ	icon-weapons	15.0	クリティカルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2024-07-30	weapon	header-named	キャンパス	40	イキムロングスティック	399,602	54	7	パーフェクト・レンジャー	icon-weapons	14.5	マークスマンライフルダメージ	icon-weapons	64.0	ヘッドショットダメージ上昇	icon-weapons	3.9	連射速度
2024-07-30	weapon	header-he	キャンパス	40	M700 タクティカル	376,096	54	7	ビハインド・ユー	icon-weapons	8.4	マークスマンライフルダメージ	icon-weapons	81.0	ヘッドショットダメージ上昇	icon-weapons	15.0	切り替え速度
2024-07-30	weapon	header-he	キャンパス	40	ブラックマーケット M60 E6	61,116	500	100	持続力	icon-weapons	15.0	LMGダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ	icon-weapons	4.0	アーマーへのダメージ
2024-07-30	weapon	header-named	シアター	40	ツナミ	364,812	180	7	パーフェクト・パムル	icon-weapons	9.5	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	9.0	クリティカルダメージ
2024-07-30	weapon	header-he	シアター	40	タクティカル スーパー 90 SBS	440,031	160	8	サディスト	icon-weapons	9.9	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	7.9	リロード速度
2024-07-30	weapon	header-he	シアター	40	ライトウェイト M4	103,987	360	30	キラー	icon-weapons	10.1	ライフルダメージ	icon-weapons	15.0	クリティカルダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ
2024-07-30	weapon	header-named	キャッスル	40	イキムロングスティック	399,602	54	7	レンジャー	icon-weapons	8.9	マークスマンライフルダメージ	icon-weapons	89.0	ヘッドショットダメージ上昇	icon-weapons	19.0	最適射程
2024-07-30	weapon	header-he	キャッスル	40	カバート SRS	338,957	60	7	ストレインド	icon-weapons	11.3	マークスマンライフルダメージ	icon-weapons	94.0	ヘッドショットダメージ上昇	icon-weapons	5.0	アーマーへのダメージ
2024-07-30	weapon	header-he	キャッスル	40	クラシック M60	63,466	500	100	キラー	icon-weapons	10.4	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	5.0	アーマーへのダメージ
2024-07-30	weapon	header-named	DZウエスト	40	ベイカーズダズン	205,442	180	10	パーフェクト・ラッキーショット	icon-weapons	11.3	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	5.0	アーマーへのダメージ
2024-07-30	weapon	header-he	DZウエスト	40	M870 エキスプレス	695,775	75	5	プリザベーション	icon-weapons	11.9	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	7.0	クリティカルダメージ
2024-07-30	weapon	header-he	DZウエスト	40	LVOA-C	100,136	360	30	ライフルマン	icon-weapons	10.8	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ
2024-07-30	weapon	header-named	DZサウス	40	ダークウィンター	40,430	1200	25	パーフェクト・キラー	icon-weapons	9.1	SMGダメージ	icon-weapons	21.0	クリティカル率	icon-weapons	7.2	リロード速度
2024-07-30	weapon	header-he	DZサウス	40	MP5 ST	51,713	800	32	ブレッドバスケット	icon-weapons	11.0	SMGダメージ	icon-weapons	15.0	クリティカル率	icon-weapons	9.0	装弾数
2024-07-30	weapon	header-he	DZサウス	40	ミリタリー AK-M	60,645	600	30	リフォーメーション	icon-weapons	9.9	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	12.9	切り替え速度
2024-07-30	weapon	header-he	DZサウス	40	オフィサー M9 A1	81,801	350	20	ビンディクティブ	icon-weapons	12.1	ピストルダメージ	icon-weapons	7.6	命中率			
2024-07-30	weapon	header-named	DZイースト	40	ホワイトデス	423,108	55	5	ビハインド・ユー	icon-weapons	9.2	マークスマンライフルダメージ	icon-weapons	137.0	ヘッドショットダメージ上昇	icon-weapons	7.0	カバー外のターゲットへのダメージ
2024-07-30	weapon	header-named	DZイースト	40	レリック	146,677	275	20	パーフェクト・ディターミネーション	icon-weapons	11.0	マークスマンライフルダメージ	icon-weapons	93.0	ヘッドショットダメージ上昇	icon-weapons	8.0	クリティカルダメージ
2024-07-30	weapon	header-he	DZイースト	40	M249 B	56,414	550	100	フレンジー	icon-weapons	10.5	LMGダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ	icon-weapons	24.0	最適射程
2024-07-30	weapon	header-he	ヘイヴン	40	タクティカル UMP-45	65,817	600	30	アウトサイダー	icon-weapons	13.2	SMGダメージ	icon-weapons	16.5	クリティカル率	icon-weapons	7.5	装弾数
2024-07-30	weapon	header-he	ヘイヴン	40	クラシック RPK-74	55,474	650	45	サディスト	icon-weapons	14.8	LMGダメージ	icon-weapons	5.0	カバー外のターゲットへのダメージ	icon-weapons	8.3	リロード速度
2024-07-30	weapon	header-he	ヘイヴン	40	KSG ショットガン	594,230	70	12	クイックハンド	icon-weapons	8.8	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	11.0	安定性
2024-07-30	weapon	header-he	ヘイヴン	40	Px4 ストームType T	79,920	380	17	インシンク	icon-weapons	11.3	ピストルダメージ	icon-weapons	8.0	クリティカルダメージ			
2024-07-30	weapon	header-he	ベニテス	40	SIG MPX	53,124	850	30	スパイク	icon-weapons	10.2	SMGダメージ	icon-weapons	15.0	クリティカル率	icon-weapons	17.5	最適射程
2024-07-30	weapon	header-he	ベニテス	40	クラシック M44 カービン	423,108	55	5	リフォーメーション	icon-weapons	11.3	マークスマンライフルダメージ	icon-weapons	94.0	ヘッドショットダメージ上昇	icon-weapons	8.0	クリティカルダメージ
2024-07-30	weapon	header-he	ベニテス	40	UIC15 MOD2	105,777	240	30	ステディハンド	icon-weapons	7.9	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	6.0	アーマーへのダメージ
2024-07-30	weapon	header-he	ベニテス	40	ミリタリー M9	81,801	350	15	イグナイテッド	icon-weapons	11.3	ピストルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇			
2024-07-30	weapon	header-named	キャシー	40	ウィスパー	84,622	400	30	パーフェクト・ビハインド・ユー	icon-weapons	11.9	ライフルダメージ	icon-weapons	15.0	クリティカルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2024-07-30	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	13.4	アサルトライフルダメージ	icon-weapons	16.5	HPダメージ	icon-weapons	7.0	クリティカルダメージ
2024-07-30	weapon	header-he	キャシー	40	FAMAS 2010	44,191	900	30	プリザベーション	icon-weapons	9.4	アサルトライフルダメージ	icon-weapons	21.0	HPダメージ	icon-weapons	5.0	アーマーへのダメージ
2024-07-30	weapon	header-he	キャシー	40	SASG-12	364,812	180	7	インシンク	icon-weapons	11.0	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	5.0	連射速度
2024-08-06	weapon	header-he	ホワイトハウス	40	MP5-N	51,713	800	32	サディスト	icon-weapons	9.9	SMGダメージ	icon-weapons	13.5	クリティカル率	icon-weapons	5.0	アーマーへのダメージ
2024-08-06	weapon	header-he	ホワイトハウス	40	F2000	45,132	850	30	スパイク	icon-weapons	8.6	アサルトライフルダメージ	icon-weapons	11.5	HPダメージ	icon-weapons	6.0	アーマーへのダメージ
2024-08-06	weapon	header-he	ホワイトハウス	40	Px4 ストームType F	79,920	380	17	ビンディクティブ	icon-weapons	10.6	ピストルダメージ	icon-weapons	7.0	クリティカルダメージ			
2024-08-06	weapon	header-named	クランショップ	40	ライトニングロッド	82,741	370	15	パーフェクト・サルベージ	icon-weapons	11.5	ピストルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇			
2024-08-06	weapon	header-he	クランショップ	40	SIG MPX	53,124	850	30	アイレス	icon-weapons	10.7	SMGダメージ	icon-weapons	21.0	クリティカル率	icon-weapons	7.0	クリティカルダメージ
2024-08-06	weapon	header-he	クランショップ	40	X-45 タクティカル	76,630	400	15	ビンディクティブ	icon-weapons	15.0	ピストルダメージ	icon-weapons	7.1	安定性			
2024-08-06	weapon	header-he	クランショップ	40	LVOA-C	100,136	360	30	ビンディクティブ	icon-weapons	15.0	ライフルダメージ	icon-weapons	11.0	クリティカルダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ
2024-08-06	weapon	header-he	クランショップ	40	M870 エキスプレス	695,775	75	5	接近戦	icon-weapons	12.1	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	13.1	切り替え速度
2024-08-06	weapon	header-he	クランショップ	40	M45A1	98,725	310	7	接近戦	icon-weapons	11.5	ピストルダメージ	icon-weapons	9.2	リロード速度			
2024-08-06	weapon	header-named	カウントダウン	40	ブームスティック	620,556	200	2	パーフェクト・パンプアップ	icon-weapons	12.2	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ
2024-08-06	weapon	header-named	カウントダウン	40	インビジブルハンド	51,243	680	30	パーフェクト・アレグロ	icon-weapons	14.5	アサルトライフルダメージ	icon-weapons	11.0	HPダメージ	icon-weapons	11.6	リロード速度
2024-08-06	weapon	header-he	シアター	40	ダブルバレル ソードオフ	620,556	200	2	ストレインド	icon-weapons	10.1	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	7.0	クリティカルダメージ
2024-08-06	weapon	header-he	シアター	40	ミリタリー Mk17	116,120	275	20	イグナイテッド	icon-weapons	11.0	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	7.0	HPダメージ
2024-08-06	weapon	header-named	キャンパス	40	カーネッジ	37,610	850	100	パーフェクト・サディスト	icon-weapons	10.8	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	7.0	HPダメージ
2024-08-06	weapon	header-he	キャンパス	40	タクティカル .308	376,096	70	8	持続力	icon-weapons	11.0	マークスマンライフルダメージ	icon-weapons	96.0	ヘッドショットダメージ上昇	icon-weapons	5.0	アーマーへのダメージ
2024-08-06	weapon	header-he	キャンパス	40	ストーナー LAMG	47,952	580	200	フレンジー	icon-weapons	11.3	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	9.7	命中率
2024-08-06	weapon	header-named	キャッスル	40	タブラ・ラーサ	59,705	610	30	パーフェクト・ステディハンド	icon-weapons	10.3	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	6.5	HPダメージ
2024-08-06	weapon	header-he	キャッスル	40	タクティカル .308	376,096	70	8	ディターミネーション	icon-weapons	7.7	マークスマンライフルダメージ	icon-weapons	106.0	ヘッドショットダメージ上昇	icon-weapons	7.0	HPダメージ
2024-08-06	weapon	header-he	キャッスル	40	ブラックマーケット RPK-74 E	55,474	650	45	イグナイテッド	icon-weapons	9.7	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	11.5	装弾数
2024-08-06	weapon	header-named	DZウエスト	40	ハーモニー	104,837	300	30	パーフェクト・インシンク	icon-weapons	9.7	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	8.0	装弾数
2024-08-06	weapon	header-he	DZウエスト	40	ミリタリー M870	695,775	75	5	ビンディクティブ	icon-weapons	12.6	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	7.0	HPダメージ
2024-08-06	weapon	header-he	DZウエスト	40	ポリス Mk17	116,120	275	20	ブーメラン	icon-weapons	10.4	ライフルダメージ	icon-weapons	17.0	クリティカルダメージ	icon-weapons	5.0	装弾数
2024-08-06	weapon	header-he	DZサウス	40	タクティカル ヴェクター SBR 9mm	42,311	1200	19	持続力	icon-weapons	12.4	SMGダメージ	icon-weapons	14.5	クリティカル率	icon-weapons	3.6	連射速度
2024-08-06	weapon	header-he	DZサウス	40	ハニーバジャー	47,952	790	30	オプティミスト	icon-weapons	9.5	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ
2024-08-06	weapon	header-he	DZサウス	40	オフィサー M9 A1	81,801	350	20	アイレス	icon-weapons	13.7	ピストルダメージ	icon-weapons	4.0	アーマーへのダメージ			
2024-08-06	weapon	header-named	DZイースト	40	イキムロングスティック	399,602	54	7	パーフェクト・レンジャー	icon-weapons	10.4	マークスマンライフルダメージ	icon-weapons	99.0	ヘッドショットダメージ上昇	icon-weapons	8.5	装弾数
2024-08-06	weapon	header-he	DZイースト	40	M700 カーボン	376,096	54	7	ディターミネーション	icon-weapons	11.3	マークスマンライフルダメージ	icon-weapons	94.0	ヘッドショットダメージ上昇	icon-weapons	12.6	切り替え速度
2024-08-06	weapon	header-he	DZイースト	40	ミリタリー L86 LSW	59,705	610	30	アイレス	icon-weapons	10.6	LMGダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ	icon-weapons	8.0	クリティカルダメージ
